cve_ent,cve_mun,cvegeo,nom_ent,area,perimeter,nom_mun,cov_,cov_id,region,id_region,clase_1,clase_2,clase_3
"31","100","31100",Yucatán,13097.18000,129.62563,Ucú,"2398","2399",Noroeste,"2",64.17,2355.98,10677.02
"31","101","31101",Yucatán,34953.06000,346.05646,Umán,"2399","2400",Noroeste,"2",927.31,7024.45,27001.29
"31","102","31102",Yucatán,107773.46000,1069.24356,Valladolid,"2400","2401",Oriente,"6",1237,9216.43,97320.03
"31","103","31103",Yucatán,11081.19000,109.81103,Xocchel,"2401","2402",Centro,"3",62.95,144.34,10873.9
"31","104","31104",Yucatán,147429.64000,1462.34564,Yaxcabá,"2402","2403",Oriente,"6",297.63,2808.8,144323.21
"31","105","31105",Yucatán,4954.14000,49.05556,Yaxkukul,"2403","2404",Noroeste,"2",40.61,2298.99,2614.54
"31","106","31106",Yucatán,13182.67000,130.54289,Yobaín,"2404","2405",Litoral centro,"4",1094.66,3286.39,8799.16
"31","001","31001",Yucatán,29300.75000,290.23783,Abalá,"2299","2300",Noroeste,"2",45.75,5283.06,23971.95
"31","002","31002",Yucatán,13736.21000,136.06331,Acanceh,"2300","2301",Noroeste,"2",171.02,2091.5,11473.69
"31","003","31003",Yucatán,7650.93000,75.87159,Akil,"2301","2302",Sur,"7",169.96,4599.74,2881.23
"31","004","31004",Yucatán,10854.88000,107.47849,Baca,"2302","2303",Noroeste,"2",179.98,6025.99,4648.92
"31","005","31005",Yucatán,7173.90000,71.06498,Bokobá,"2303","2304",Litoral centro,"4",60.27,921.47,6192.16
"31","006","31006",Yucatán,65429.45000,648.28643,Buctzotz,"2304","2305",Noreste,"5",151.56,61204.83,4073.06
"31","007","31007",Yucatán,10153.03000,100.57051,Cacalchén,"2305","2306",Litoral centro,"4",194.65,1792.32,8166.06
"31","008","31008",Yucatán,29061.53000,288.14560,Calotmul,"2306","2307",Noreste,"5",117.93,6713.21,22230.39
"31","009","31009",Yucatán,12885.32000,127.62657,Cansahcab,"2307","2308",Litoral centro,"4",143.8,4750.9,7990.63
"31","010","31010",Yucatán,35637.76000,353.42205,Cantamayec,"2308","2309",Oriente,"6",52.42,0,35585.35
"31","011","31011",Yucatán,60415.08000,597.58699,Celestún,"2309","2310",Poniente,"1",2090.44,3081.07,53057.52
"31","012","31012",Yucatán,54246.77000,537.66777,Cenotillo,"2310","2311",Noreste,"5",200.98,26732.17,27313.63
"31","013","31013",Yucatán,6339.60000,62.76617,Conkal,"2311","2312",Noroeste,"2",119.94,2705.05,3514.61
"31","014","31014",Yucatán,13585.58000,134.76718,Cuncunul,"2312","2313",Oriente,"6",56.67,0,13528.91
"31","015","31015",Yucatán,9354.71000,92.69076,Cuzamá,"2313","2314",Centro,"3",57.7,813.61,8483.4
"31","016","31016",Yucatán,11468.85000,113.79189,Chacsinkín,"2314","2315",Oriente,"6",48.02,0,11420.83
"31","017","31017",Yucatán,44342.75000,439.89861,Chankom,"2315","2316",Oriente,"6",147.63,7204.23,36990.89
"31","018","31018",Yucatán,16955.28000,168.03446,Chapab,"2316","2317",Sur,"7",135.57,810.35,16009.35
"31","019","31019",Yucatán,139751.86000,1386.41357,Chemax,"2317","2318",Oriente,"6",522.07,6803.87,132425.91
"31","020","31020",Yucatán,4431.37000,43.86840,Chicxulub Pueblo,"2318","2319",Noroeste,"2",108.75,1326.83,2995.79
"31","021","31021",Yucatán,46976.02000,466.20642,Chichimilá,"2319","2320",Oriente,"6",196.64,0.58,46778.8
"31","022","31022",Yucatán,47371.84000,470.16167,Chikindzonot,"2320","2321",Oriente,"6",110.34,0,47261.5
"31","023","31023",Yucatán,29326.12000,290.36740,Chocholá,"2321","2322",Poniente,"1",115.64,7639.59,21570.89
"31","024","31024",Yucatán,8388.79000,83.16274,Chumayel,"2322","2323",Sur,"7",87.69,0,8301.1
"31","025","31025",Yucatán,7997.77000,79.27994,Dzán,"2323","2324",Sur,"7",137.89,1802.39,6057.49
"31","026","31026",Yucatán,17422.14000,172.48678,Dzemul,"2324","2325",Litoral centro,"4",294.97,5622.04,11504.16
"31","027","31027",Yucatán,20759.32000,205.59232,Dzidzantún,"2325","2326",Litoral centro,"4",1308.93,9203.8,10246.59
"31","028","31028",Yucatán,43222.72000,428.12995,Dzilam de Bravo,"2326","2327",Litoral centro,"4",336.67,12288.42,29542.71
"31","029","31029",Yucatán,50647.64000,501.70990,Dzilam González,"2327","2328",Litoral centro,"4",136.2,38264.66,12246.78
"31","030","31030",Yucatán,30950.27000,306.86940,Dzitás,"2328","2329",Oriente,"6",123.74,209.06,30617.47
"31","031","31031",Yucatán,13342.28000,132.20039,Dzoncauich,"2329","2330",Litoral centro,"4",51.37,9902.81,3388.1
"31","032","31032",Yucatán,73505.34000,728.68756,Espita,"2330","2331",Noreste,"5",290.71,16792.8,56421.83
"31","033","31033",Yucatán,58746.65000,581.48907,Halachó,"2331","2332",Poniente,"1",409.34,10893.22,47444.09
"31","034","31034",Yucatán,9496.25000,94.09100,Hocabá,"2332","2333",Centro,"3",83.82,1839.52,7572.92
"31","035","31035",Yucatán,12070.89000,119.60005,Hoctún,"2333","2334",Centro,"3",120.63,56.05,11894.21
"31","036","31036",Yucatán,19992.65000,198.13180,Homún,"2334","2335",Centro,"3",103.56,1411.92,18477.16
"31","037","31037",Yucatán,19765.42000,195.90283,Huhí,"2335","2336",Centro,"3",98.12,374.54,19292.76
"31","038","31038",Yucatán,84097.45000,832.05739,Hunucmá,"2336","2337",Poniente,"1",5339.95,5953.21,72539.52
"31","039","31039",Yucatán,13687.38000,135.49163,Ixil,"2337","2338",Noroeste,"2",94.64,2715.81,10875.07
"31","040","31040",Yucatán,45886.56000,454.70860,Izamal,"2338","2339",Centro,"3",565.73,10917.37,34403.45
"31","041","31041",Yucatán,10233.55000,101.34060,Kanasín,"2339","2340",Noroeste,"2",905.27,4042.89,5285.39
"31","042","31042",Yucatán,19973.32000,197.97444,Kantunil,"2340","2341",Centro,"3",218.14,1391.68,18363.5
"31","043","31043",Yucatán,13731.66000,136.21297,Kaua,"2341","2342",Oriente,"6",75.12,13.75,13642.79
"31","044","31044",Yucatán,35644.62000,352.74649,Kinchil,"2342","2343",Poniente,"1",221.09,8301.36,27122.16
"31","045","31045",Yucatán,15796.80000,156.42068,Kopomá,"2343","2344",Poniente,"1",50.18,3940.31,11806.32
"31","046","31046",Yucatán,10048.21000,99.59496,Mama,"2344","2345",Sur,"7",88.4,68,9891.81
"31","047","31047",Yucatán,12686.82000,125.77785,Maní,"2345","2346",Sur,"7",137.79,619.78,11929.24
"31","048","31048",Yucatán,91241.57000,903.26287,Maxcanú,"2346","2347",Poniente,"1",409.39,20739.48,70092.7
"31","049","31049",Yucatán,9366.27000,92.86027,Mayapán,"2347","2348",Sur,"7",92.86,0,9273.41
"31","050","31050",Yucatán,88438.28000,875.57653,Mérida,"2348","2349",Noroeste,"2",17728.08,12313.14,58397.06
"31","051","31051",Yucatán,4725.65000,46.78734,Mocochá,"2349","2350",Noroeste,"2",33.24,1727.63,2964.78
"31","052","31052",Yucatán,32078.84000,317.66895,Motul,"2350","2351",Litoral centro,"4",701.9,13079.39,18297.55
"31","053","31053",Yucatán,39782.31000,394.15350,Muna,"2351","2352",Sur,"7",311.45,4828.73,34642.13
"31","054","31054",Yucatán,7168.47000,70.99324,Muxupip,"2352","2353",Litoral centro,"4",77.89,1664.15,5426.43
"31","055","31055",Yucatán,25974.52000,257.26178,Opichén,"2353","2354",Poniente,"1",89.46,2657.92,23227.14
"31","056","31056",Yucatán,86372.29000,856.52084,Oxkutzcab,"2354","2355",Sur,"7",514.89,14835.46,71021.93
"31","057","31057",Yucatán,66504.74000,658.99951,Panabá,"2355","2356",Noreste,"5",105.03,66350.61,49.1
"31","058","31058",Yucatán,105515.28000,1047.35993,Peto,"2356","2357",Oriente,"6",318.86,9771.47,95424.96
"31","059","31059",Yucatán,66452.69000,657.35070,Progreso,"2357","2358",Noroeste,"2",4754.96,5904.37,30573.84
