cve_ent,cve_mun,cvegeo,nom_ent,area,perimeter,nom_mun,cov_,cov_id,region,id_region,clase_1,clase_2,clase_3
"31","092","31092",Yucatán,50220.95000,498.40485,Tixcacalcupul,"2390","2391",Oriente,"6",98.23,662.07,49460.66
"31","093","31093",Yucatán,17238.94000,170.73376,Tixkokob,"2391","2392",Noroeste,"2",770.26,3416.99,13051.68
"31","094","31094",Yucatán,23029.14000,228.44979,Tixmehuac,"2392","2393",Sur,"7",49.64,1913.49,21066.02
"31","095","31095",Yucatán,7095.18000,70.26393,Tixpéhual,"2393","2394",Noroeste,"2",598.11,1801.22,4695.85
"31","096","31096",Yucatán,388251.25000,3848.72093,Tizimín,"2394","2395",Noreste,"5",4453.88,206812.67,176815.35
"31","097","31097",Yucatán,41323.38000,409.60822,Tunkás,"2395","2396",Centro,"3",132.32,10711.96,30479.1
"31","098","31098",Yucatán,76584.57000,760.23971,Tzucacab,"2396","2397",Sur,"7",534.52,25083.56,50966.49
"31","099","31099",Yucatán,18761.67000,186.06223,Uayma,"2397","2398",Oriente,"6",89.56,1441.42,17230.68
"31","100","31100",Yucatán,13097.18000,129.62563,Ucú,"2398","2399",Noroeste,"2",678.7,222.48,12196
"31","101","31101",Yucatán,34953.06000,346.05646,Umán,"2399","2400",Noroeste,"2",2485.16,7839.36,24628.54
"31","102","31102",Yucatán,107773.46000,1069.24356,Valladolid,"2400","2401",Oriente,"6",2674.41,23163.76,81935.29
"31","103","31103",Yucatán,11081.19000,109.81103,Xocchel,"2401","2402",Centro,"3",114.24,795.07,10171.89
"31","104","31104",Yucatán,147429.64000,1462.34564,Yaxcabá,"2402","2403",Oriente,"6",587.89,13579.84,133261.91
"31","105","31105",Yucatán,4954.14000,49.05556,Yaxkukul,"2403","2404",Noroeste,"2",64.99,2294.51,2594.64
"31","106","31106",Yucatán,13182.67000,130.54289,Yobaín,"2404","2405",Litoral centro,"4",1089.61,3646.48,8445.07
"31","001","31001",Yucatán,29300.75000,290.23783,Abalá,"2299","2300",Noroeste,"2",209.28,5526.74,23564.72
"31","002","31002",Yucatán,13736.21000,136.06331,Acanceh,"2300","2301",Noroeste,"2",630.04,2184.86,10921.31
"31","003","31003",Yucatán,7650.93000,75.87159,Akil,"2301","2302",Sur,"7",169.96,4311.16,3169.81
"31","004","31004",Yucatán,10854.88000,107.47849,Baca,"2302","2303",Noroeste,"2",179.98,6104.65,4570.26
"31","005","31005",Yucatán,7173.90000,71.06498,Bokobá,"2303","2304",Litoral centro,"4",94.83,784.82,6294.25
"31","006","31006",Yucatán,65429.45000,648.28643,Buctzotz,"2304","2305",Noreste,"5",300.61,62303.91,2824.93
"31","007","31007",Yucatán,10153.03000,100.57051,Cacalchén,"2305","2306",Litoral centro,"4",198.84,1678.02,8276.17
"31","008","31008",Yucatán,29061.53000,288.14560,Calotmul,"2306","2307",Noreste,"5",117.93,8620.62,20322.98
"31","009","31009",Yucatán,12885.32000,127.62657,Cansahcab,"2307","2308",Litoral centro,"4",254.03,5840.74,6790.55
"31","010","31010",Yucatán,35637.76000,353.42205,Cantamayec,"2308","2309",Oriente,"6",52.42,864.89,34720.46
"31","011","31011",Yucatán,60415.08000,597.58699,Celestún,"2309","2310",Poniente,"1",2091.19,2252.2,53884.54
"31","012","31012",Yucatán,54246.77000,537.66777,Cenotillo,"2310","2311",Noreste,"5",200.99,30900.94,23144.85
"31","013","31013",Yucatán,6339.60000,62.76617,Conkal,"2311","2312",Noroeste,"2",1468.29,2281.32,2589.99
"31","014","31014",Yucatán,13585.58000,134.76718,Cuncunul,"2312","2313",Oriente,"6",56.67,139.79,13389.12
"31","015","31015",Yucatán,9354.71000,92.69076,Cuzamá,"2313","2314",Centro,"3",57.7,512.82,8784.19
"31","016","31016",Yucatán,11468.85000,113.79189,Chacsinkín,"2314","2315",Oriente,"6",139.56,48.79,11280.49
"31","017","31017",Yucatán,44342.75000,439.89861,Chankom,"2315","2316",Oriente,"6",147.63,7852.26,36342.85
"31","018","31018",Yucatán,16955.28000,168.03446,Chapab,"2316","2317",Sur,"7",135.57,1133.76,15685.95
"31","019","31019",Yucatán,139751.86000,1386.41357,Chemax,"2317","2318",Oriente,"6",616.02,19942.7,119193.15
"31","020","31020",Yucatán,4431.37000,43.86840,Chicxulub Pueblo,"2318","2319",Noroeste,"2",669.91,1027.89,2733.58
"31","021","31021",Yucatán,46976.02000,466.20642,Chichimilá,"2319","2320",Oriente,"6",196.63,2304.47,44474.92
"31","022","31022",Yucatán,47371.84000,470.16167,Chikindzonot,"2320","2321",Oriente,"6",110.35,1433.36,45828.13
"31","023","31023",Yucatán,29326.12000,290.36740,Chocholá,"2321","2322",Poniente,"1",115.64,6361.64,22848.84
"31","024","31024",Yucatán,8388.79000,83.16274,Chumayel,"2322","2323",Sur,"7",116.58,1512.21,6760.01
"31","025","31025",Yucatán,7997.77000,79.27994,Dzán,"2323","2324",Sur,"7",258.9,3339.99,4398.88
"31","026","31026",Yucatán,17422.14000,172.48678,Dzemul,"2324","2325",Litoral centro,"4",592.84,4774.31,12054.8
"31","027","31027",Yucatán,20759.32000,205.59232,Dzidzantún,"2325","2326",Litoral centro,"4",1420.96,13510.13,5828.22
"31","028","31028",Yucatán,43222.72000,428.12995,Dzilam de Bravo,"2326","2327",Litoral centro,"4",335.57,12808.34,29033.06
"31","029","31029",Yucatán,50647.64000,501.70990,Dzilam González,"2327","2328",Litoral centro,"4",302.92,39727.66,10617.06
"31","030","31030",Yucatán,30950.27000,306.86940,Dzitás,"2328","2329",Oriente,"6",123.75,500.2,30326.32
"31","031","31031",Yucatán,13342.28000,132.20039,Dzoncauich,"2329","2330",Litoral centro,"4",51.37,11130.78,2160.13
"31","032","31032",Yucatán,73505.34000,728.68756,Espita,"2330","2331",Noreste,"5",290.72,14647.92,58566.7
"31","033","31033",Yucatán,58746.65000,581.48907,Halachó,"2331","2332",Poniente,"1",1494.21,7896.17,49356.26
"31","034","31034",Yucatán,9496.25000,94.09100,Hocabá,"2332","2333",Centro,"3",145.65,1744.69,7605.91
"31","035","31035",Yucatán,12070.89000,119.60005,Hoctún,"2333","2334",Centro,"3",483.2,1768.33,9819.36
"31","036","31036",Yucatán,19992.65000,198.13180,Homún,"2334","2335",Centro,"3",103.56,980.88,18908.2
"31","037","31037",Yucatán,19765.42000,195.90283,Huhí,"2335","2336",Centro,"3",173.99,2284.33,17307.1
"31","038","31038",Yucatán,84097.45000,832.05739,Hunucmá,"2336","2337",Poniente,"1",5551.17,3581.08,74707.36
"31","039","31039",Yucatán,13687.38000,135.49163,Ixil,"2337","2338",Noroeste,"2",374.08,2278.76,11033.89
"31","040","31040",Yucatán,45886.56000,454.70860,Izamal,"2338","2339",Centro,"3",762.6,19597.51,25526.45
"31","041","31041",Yucatán,10233.55000,101.34060,Kanasín,"2339","2340",Noroeste,"2",3219.5,3505.06,3508.98
"31","042","31042",Yucatán,19973.32000,197.97444,Kantunil,"2340","2341",Centro,"3",218.14,3484.16,16271.02
"31","043","31043",Yucatán,13731.66000,136.21297,Kaua,"2341","2342",Oriente,"6",330.64,42.1,13358.93
"31","044","31044",Yucatán,35644.62000,352.74649,Kinchil,"2342","2343",Poniente,"1",224.56,8952.44,26467.62
"31","045","31045",Yucatán,15796.80000,156.42068,Kopomá,"2343","2344",Poniente,"1",332.7,5463.92,10000.18
"31","046","31046",Yucatán,10048.21000,99.59496,Mama,"2344","2345",Sur,"7",88.4,36.63,9923.18
"31","047","31047",Yucatán,12686.82000,125.77785,Maní,"2345","2346",Sur,"7",205.84,3724.46,8756.52
"31","048","31048",Yucatán,91241.57000,903.26287,Maxcanú,"2346","2347",Poniente,"1",1903.29,19628.15,69710.13
"31","049","31049",Yucatán,9366.27000,92.86027,Mayapán,"2347","2348",Sur,"7",92.86,673.08,8600.34
"31","050","31050",Yucatán,88438.28000,875.57653,Mérida,"2348","2349",Noroeste,"2",31234.62,7838.65,49365.01
"31","051","31051",Yucatán,4725.65000,46.78734,Mocochá,"2349","2350",Noroeste,"2",33.24,2397.36,2295.05
"31","052","31052",Yucatán,32078.84000,317.66895,Motul,"2350","2351",Litoral centro,"4",1817.11,10977.25,19284.48
"31","053","31053",Yucatán,39782.31000,394.15350,Muna,"2351","2352",Sur,"7",311.45,7246.32,32224.54
"31","054","31054",Yucatán,7168.47000,70.99324,Muxupip,"2352","2353",Litoral centro,"4",79.68,1583.89,5504.9
"31","055","31055",Yucatán,25974.52000,257.26178,Opichén,"2353","2354",Poniente,"1",778.42,4290.78,20905.32
"31","056","31056",Yucatán,86372.29000,856.52084,Oxkutzcab,"2354","2355",Sur,"7",915.32,14570.36,70886.6
"31","057","31057",Yucatán,66504.74000,658.99951,Panabá,"2355","2356",Noreste,"5",105.02,66351.29,48.42
"31","058","31058",Yucatán,105515.28000,1047.35993,Peto,"2356","2357",Oriente,"6",689.04,12145.54,92680.71
"31","059","31059",Yucatán,66452.69000,657.35070,Progreso,"2357","2358",Noroeste,"2",5143.93,1582.17,34514.32
