1,0.797085,0.498334,0.91036,0.522003
1,0.797085,0.507139,0.920184,0.506433
1,0.797085,0.51888,0.858786,0.497091
1,0.797085,0.51888,0.932463,0.487749
1,0.799477,0.507139,0.86861,0.512661
1,0.801072,0.486594,0.875978,0.540686
1,0.801072,0.51888,0.984037,0.481521
1,0.801869,0.477789,0.937375,0.550028
1,0.801869,0.498334,0.976669,0.512661
1,0.801869,0.515945,0.863698,0.503319
1,0.802666,0.460178,0.998772,0.568712
1,0.802666,0.510074,0.984037,0.497091
1,0.802666,0.527685,0.966845,0.462837
1,0.803463,0.489529,0.966845,0.531344
1,0.803463,0.527685,0.930007,0.472179
1,0.804261,0.52475,0.920184,0.493977
1,0.804261,0.527685,0.863698,0.487749
1,0.804261,0.527685,0.878433,0.478407
1,0.804261,0.527685,0.966845,0.456609
1,0.805058,0.448438,0.96439,0.587396
1,0.805058,0.477789,0.920184,0.556256
1,0.805058,0.495399,0.848963,0.531344
1,0.805855,0.439633,0.984037,0.60608
1,0.806653,0.442568,0.915272,0.599852
1,0.806653,0.51888,0.96439,0.472179
1,0.80745,0.451373,0.930007,0.578054
1,0.80745,0.504204,0.824404,0.522003
1,0.80745,0.510074,0.954566,0.490863
1,0.80745,0.539425,0.920184,0.434811
1,0.808247,0.430827,0.95211,0.618536
1,0.808247,0.457243,0.966845,0.578054
1,0.808247,0.460178,0.976669,0.55937
1,0.808247,0.480724,0.966845,0.540686
1,0.808247,0.486594,0.846507,0.546914
1,0.808247,0.489529,0.976669,0.525116
1,0.808247,0.498334,0.954566,0.506433
1,0.809045,0.427892,0.96439,0.627878
1,0.809045,0.53649,0.984037,0.441039
1,0.809045,0.568776,0.900536,0.363189
1,0.809045,0.662699,0.96439,0.500205
1,0.809842,0.527685,0.907904,0.450381
1,0.809842,0.539425,0.834227,0.425469
1,0.809842,0.559971,0.998772,0.375645
1,0.809842,0.562906,0.930007,0.381873
1,0.810639,0.515945,0.900536,0.509547
1,0.810639,0.51888,0.920184,0.465951
1,0.810639,0.53649,0.984037,0.447267
1,0.810639,0.551166,0.758095,0.403671
1,0.810639,0.551166,0.802301,0.413013
1,0.811437,0.448438,0.976669,0.596738
1,0.811437,0.495399,0.799845,0.537572
1,0.811437,0.539425,0.930007,0.456609
1,0.811437,0.568776,0.85633,0.356961
1,0.811437,0.648023,0.819492,0.509547
1,0.812234,0.674439,0.954566,0.503319
1,0.813031,0.433762,0.883345,0.609194
1,0.813031,0.442568,0.851419,0.587396
1,0.813031,0.451373,0.905448,0.568712
1,0.813031,0.474853,0.883345,0.565598
1,0.813031,0.501269,0.900536,0.497091
1,0.813031,0.510074,0.883345,0.481521
1,0.813031,0.52475,0.966845,0.500205
1,0.813031,0.527685,0.86861,0.441039
1,0.813031,0.53649,0.834227,0.469065
1,0.813031,0.53649,0.875978,0.478407
1,0.813031,0.53649,0.95211,0.484635
1,0.813031,0.539425,0.77283,0.419241
1,0.813031,0.539425,0.851419,0.462837
1,0.813031,0.54823,0.863698,0.419241
1,0.813031,0.551166,0.819492,0.397443
1,0.813031,0.559971,0.95211,0.369417
1,0.813031,0.562906,0.851419,0.391215
1,0.813031,0.571711,0.976669,0.369417
1,0.813828,0.436697,0.934919,0.618536
1,0.813828,0.480724,0.96439,0.531344
1,0.813828,0.583451,0.809668,0.350733
1,0.813828,0.71553,0.907904,0.512661
1,0.814626,0.457243,0.930007,0.587396
1,0.814626,0.463113,0.966845,0.550028
1,0.814626,0.489529,0.900536,0.515775
1,0.814626,0.504204,0.848963,0.52823
1,0.814626,0.54823,0.942287,0.425469
1,0.814626,0.656828,0.758095,0.515775
1,0.814626,0.70379,0.920184,0.515775
1,0.814626,0.72727,0.844051,0.512661
1,0.815423,0.51888,0.85633,0.456609
1,0.815423,0.533555,0.95211,0.490863
1,0.815423,0.559971,0.920184,0.363189
1,0.815423,0.592257,0.780198,0.344505
1,0.815423,0.686179,0.96439,0.503319
1,0.815423,0.689114,0.95211,0.515775
1,0.81622,0.483659,0.819492,0.556256
1,0.81622,0.545295,0.998772,0.434811
1,0.81622,0.551166,0.890713,0.391215
1,0.81622,0.559971,0.78511,0.397443
1,0.81622,0.571711,0.95211,0.375645
1,0.81622,0.659763,0.984037,0.490863
1,0.817018,0.54236,0.753183,0.409899
1,0.817018,0.577581,0.851419,0.353847
1,0.817018,0.589322,0.95211,0.356961
1,0.817018,0.636283,0.920184,0.512661
1,0.817018,0.645088,0.863698,0.518889
1,0.817018,0.665634,0.920184,0.515775
1,0.817018,0.677374,0.998772,0.515775
1,0.817018,0.689114,0.718801,0.515775
1,0.817018,0.700855,0.738448,0.518889
1,0.817018,0.771296,0.831772,0.518889
1,0.817815,0.510074,0.851419,0.472179
1,0.817815,0.51301,0.934919,0.515775
1,0.817815,0.53062,0.807213,0.434811
1,0.817815,0.54823,0.905448,0.441039
1,0.817815,0.601062,0.839139,0.335163
1,0.817815,0.665634,0.706521,0.522003
1,0.817815,0.741946,0.782654,0.509547
1,0.818612,0.433762,0.807213,0.596738
1,0.818612,0.445503,0.819492,0.578054
1,0.818612,0.445503,0.900536,0.60608
1,0.818612,0.501269,0.839139,0.487749
1,0.818612,0.551166,0.942287,0.381873
1,0.818612,0.559971,0.819492,0.403671
1,0.818612,0.609867,0.888257,0.328935
1,0.818612,0.636283,0.888257,0.503319
1,0.818612,0.668569,0.760551,0.509547
1,0.818612,0.671504,0.966845,0.490863
1,0.818612,0.697919,0.875978,0.500205
1,0.818612,0.724335,0.858786,0.518889
1,0.818612,0.744881,0.809668,0.522003
1,0.818612,0.759556,0.900536,0.515775
1,0.81941,0.454308,0.890713,0.55937
1,0.81941,0.474853,0.863698,0.57494
1,0.81941,0.489529,0.839139,0.506433
1,0.81941,0.492464,0.851419,0.546914
1,0.81941,0.51888,0.809668,0.447267
1,0.81941,0.54823,0.878433,0.447267
1,0.81941,0.583451,0.812124,0.347619
1,0.81941,0.589322,0.888257,0.350733
1,0.81941,0.659763,0.777742,0.503319
1,0.81941,0.73314,0.942287,0.525116
1,0.820207,0.463113,0.920184,0.540686
1,0.820207,0.480724,0.875978,0.522003
1,0.820207,0.521815,0.998772,0.506433
1,0.820207,0.54236,0.782654,0.403671
1,0.820207,0.54823,0.895625,0.456609
1,0.820207,0.54823,0.905448,0.462837
1,0.820207,0.571711,0.861242,0.384987
1,0.820207,0.615737,0.966845,0.322707
1,0.820207,0.650958,0.787565,0.497091
1,0.820207,0.712595,0.812124,0.525116
1,0.820207,0.73314,0.86861,0.525116
1,0.821004,0.53062,0.824404,0.425469
1,0.821004,0.545295,0.942287,0.469065
1,0.821004,0.545295,0.949654,0.481521
1,0.821004,0.545295,0.976669,0.475293
1,0.821004,0.551166,0.96439,0.375645
1,0.821004,0.559971,0.890713,0.409899
1,0.821004,0.592257,0.888257,0.341391
1,0.821004,0.592257,0.966845,0.363189
1,0.821004,0.639218,0.839139,0.490863
1,0.821004,0.653893,0.78511,0.525116
1,0.821004,0.686179,0.701609,0.52823
1,0.821004,0.712595,0.792477,0.515775
1,0.821004,0.712595,0.829316,0.500205
1,0.821004,0.718465,0.95211,0.525116
1,0.821802,0.598127,0.848963,0.344505
1,0.821802,0.601062,0.942287,0.335163
1,0.821802,0.633348,0.95211,0.525116
1,0.821802,0.706725,0.984037,0.525116
1,0.821802,0.744881,0.984037,0.52823
1,0.821802,0.747816,0.976669,0.512661
1,0.821802,0.768361,0.819492,0.509547
1,0.822599,0.451373,0.863698,0.593624
1,0.822599,0.483659,0.799845,0.565598
1,0.822599,0.501269,0.91036,0.534458
1,0.822599,0.510074,0.799845,0.462837
1,0.822599,0.533555,0.915272,0.497091
1,0.822599,0.571711,0.792477,0.391215
1,0.822599,0.624543,0.998772,0.522003
1,0.822599,0.683244,0.932463,0.490863
1,0.822599,0.700855,0.767918,0.509547
1,0.823396,0.436697,0.819492,0.587396
1,0.823396,0.501269,0.78511,0.481521
1,0.823396,0.54236,0.839139,0.394329
1,0.823396,0.554101,0.966845,0.369417
1,0.823396,0.557036,0.984037,0.419241
1,0.823396,0.601062,0.984037,0.350733
1,0.823396,0.606932,0.984037,0.325821
1,0.823396,0.624543,0.998772,0.534458
1,0.823396,0.694984,0.976669,0.525116
1,0.823396,0.7214,0.875978,0.531344
1,0.823396,0.724335,0.790021,0.500205
1,0.824193,0.442568,0.831772,0.612308
1,0.824193,0.51888,0.839139,0.441039
1,0.824193,0.54236,0.875978,0.487749
1,0.824193,0.592257,0.915272,0.369417
1,0.824193,0.606932,0.799845,0.338277
1,0.824193,0.615737,0.937375,0.319593
1,0.824193,0.653893,0.942287,0.478407
1,0.824193,0.665634,0.723712,0.531344
1,0.824193,0.683244,0.96439,0.525116
1,0.824193,0.692049,0.780198,0.506433
1,0.824193,0.697919,0.760551,0.531344
1,0.824193,0.736075,0.96439,0.509547
1,0.824193,0.756621,0.900536,0.531344
1,0.824991,0.427892,0.839139,0.60608
1,0.824991,0.454308,0.86861,0.550028
1,0.824991,0.480724,0.807213,0.512661
1,0.824991,0.53062,0.831772,0.419241
1,0.824991,0.557036,0.949654,0.425469
1,0.824991,0.624543,0.998772,0.509547
1,0.824991,0.645088,0.875978,0.52823
1,0.824991,0.671504,0.907904,0.525116
1,0.824991,0.736075,0.794933,0.497091
1,0.824991,0.759556,0.890713,0.506433
1,0.825788,0.445503,0.812124,0.568712
1,0.825788,0.463113,0.851419,0.531344
1,0.825788,0.492464,0.782654,0.497091
1,0.825788,0.510074,0.976669,0.525116
1,0.825788,0.54236,0.883345,0.388101
1,0.825788,0.568776,0.875978,0.360075
1,0.825788,0.571711,0.819492,0.397443
1,0.825788,0.615737,0.799845,0.328935
1,0.825788,0.671504,0.817036,0.500205
1,0.825788,0.694984,0.863698,0.490863
1,0.825788,0.768361,0.831772,0.534458
1,0.826585,0.468983,0.809668,0.581168
1,0.826585,0.492464,0.861242,0.553142
1,0.826585,0.557036,0.875978,0.431697
1,0.826585,0.598127,0.954566,0.344505
1,0.826585,0.612802,0.930007,0.5438
1,0.826585,0.624543,0.95211,0.316479
1,0.826585,0.659763,0.846507,0.493977
1,0.826585,0.665634,0.984037,0.478407
1,0.826585,0.73314,0.96439,0.534458
1,0.827383,0.510074,0.792477,0.456609
1,0.827383,0.521815,0.888257,0.431697
1,0.827383,0.557036,0.932463,0.437925
1,0.827383,0.577581,0.834227,0.353847
1,0.827383,0.603997,0.954566,0.356961
1,0.827383,0.612802,0.937375,0.52823
1,0.827383,0.624543,0.863698,0.325821
1,0.827383,0.627478,0.96439,0.500205
1,0.827383,0.650958,0.836683,0.487749
1,0.827383,0.686179,0.706521,0.537572
1,0.827383,0.706725,0.799845,0.490863
1,0.827383,0.724335,0.875978,0.506433
1,0.827383,0.750751,0.85633,0.534458
1,0.82818,0.451373,0.807213,0.602966
1,0.82818,0.521815,0.976669,0.515775
1,0.82818,0.53062,0.807213,0.409899
1,0.82818,0.539425,0.966845,0.381873
1,0.82818,0.568776,0.890713,0.403671
1,0.82818,0.592257,0.836683,0.378759
1,0.82818,0.633348,0.932463,0.537572
1,0.82818,0.642153,0.799845,0.481521
1,0.82818,0.706725,0.836683,0.537572
1,0.82818,0.747816,0.976669,0.503319
1,0.828977,0.498334,0.753183,0.472179
1,0.828977,0.501269,0.937375,0.5438
1,0.828977,0.554101,0.942287,0.465951
1,0.828977,0.557036,0.96439,0.447267
1,0.828977,0.557036,0.998772,0.453495
1,0.828977,0.583451,0.920184,0.347619
1,0.828977,0.603997,0.900536,0.338277
1,0.828977,0.630413,0.888257,0.487749
1,0.828977,0.633348,0.942287,0.316479
1,0.828977,0.653893,0.792477,0.537572
1,0.828977,0.71553,0.819492,0.503319
1,0.828977,0.736075,0.920184,0.537572
1,0.828977,0.744881,0.966845,0.537572
1,0.829775,0.427892,0.890713,0.596738
1,0.829775,0.436697,0.846507,0.57494
1,0.829775,0.551166,0.846507,0.481521
1,0.829775,0.554101,0.900536,0.472179
1,0.829775,0.557036,0.984037,0.459723
1,0.829775,0.615737,0.934919,0.518889
1,0.829775,0.642153,0.998772,0.310251
1,0.829775,0.718465,0.794933,0.487749
1,0.829775,0.724335,0.976669,0.537572
