id, fp10, fp11, fp12, fp13, fp14, fp15, fp16, fp17, fp18, fp19, fp20
213, 0.3260, 0.3260, 0.2706, 0.2782, 0.3059, 0.3773, 0.4708, 0.5226, 0.5504, 0.5436, 0.5353
214, 0.3260, 0.3260, 0.2214, 0.2067, 0.2024, 0.2313, 0.2527, 0.2853, 0.3960, 0.4634, 0.5071
215, 0.3260, 0.3260, 0.2508, 0.2520, 0.2752, 0.2801, 0.4150, 0.4836, 0.5310, 0.5639, 0.5632
216, 0.3610, 0.3610, 0.3464, 0.4326, 0.5121, 0.5648, 0.5840, 0.6011, 0.6155, 0.6274, 0.6371
217, 0.3555, 0.3555, 0.3381, 0.4421, 0.5012, 0.5623, 0.5840, 0.6011, 0.6155, 0.6274, 0.6371
218, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
219, 0.3260, 0.3260, 0.2214, 0.1555, 0.1234, 0.1265, 0.1346, 0.1411, 0.1649, 0.1854, 0.1997
220, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
221, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
222, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
223, 0.3260, 0.3260, 0.2214, 0.2071, 0.2086, 0.2419, 0.2520, 0.2808, 0.3929, 0.4538, 0.5080
224, 0.3260, 0.3260, 0.3071, 0.3145, 0.4495, 0.5839, 0.6122, 0.5742, 0.5432, 0.5604, 0.5823
225, 0.3260, 0.3260, 0.2214, 0.2061, 0.2053, 0.2338, 0.2305, 0.3008, 0.4011, 0.4691, 0.4940
226, 0.3260, 0.3260, 0.2572, 0.2456, 0.2746, 0.3157, 0.4363, 0.5065, 0.5547, 0.5783, 0.5874
227, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
228, 0.3610, 0.3610, 0.4029, 0.6578, 0.6854, 0.6402, 0.6647, 0.6492, 0.6347, 0.6240, 0.6328
229, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
230, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
231, 0.3260, 0.3260, 0.2694, 0.3207, 0.4309, 0.5291, 0.5733, 0.5907, 0.5876, 0.5987, 0.6067
232, 0.3260, 0.3260, 0.2214, 0.2168, 0.2265, 0.2500, 0.2598, 0.3342, 0.4197, 0.4893, 0.5287
233, 0.3260, 0.3260, 0.2214, 0.2108, 0.3357, 0.3669, 0.3590, 0.3884, 0.4721, 0.5462, 0.5610
234, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
235, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
236, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
237, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
238, 0.3260, 0.3260, 0.2830, 0.2978, 0.3596, 0.4420, 0.4853, 0.5181, 0.5495, 0.5714, 0.5864
239, 0.3260, 0.3260, 0.2706, 0.2804, 0.3078, 0.3766, 0.4702, 0.5328, 0.5452, 0.5375, 0.5257
240, 0.3260, 0.3260, 0.2214, 0.2190, 0.2156, 0.2492, 0.2347, 0.3561, 0.4123, 0.4695, 0.5126
241, 0.3260, 0.3260, 0.2505, 0.2340, 0.2756, 0.2964, 0.3822, 0.4518, 0.5024, 0.5307, 0.5517
242, 0.3852, 0.3852, 0.4404, 0.6771, 0.6739, 0.6894, 0.6673, 0.6603, 0.6557, 0.6527, 0.6506
243, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
244, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0675, 0.0728, 0.0732, 0.0818, 0.0875
245, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0675, 0.0728, 0.0732, 0.0818, 0.0875
