id, fp10, fp11, fp12, fp13, fp14, fp15, fp16, fp17, fp18, fp19, fp20
212, 0.3260, 0.3260, 0.2214, 0.2022, 0.1698, 0.1677, 0.2280, 0.2537, 0.3576, 0.4216, 0.4797
213, 0.3260, 0.3260, 0.2587, 0.2537, 0.2996, 0.3773, 0.4615, 0.5202, 0.5504, 0.5436, 0.5353
214, 0.3260, 0.3260, 0.2214, 0.2067, 0.1991, 0.2265, 0.2385, 0.2720, 0.3542, 0.4193, 0.4779
215, 0.3260, 0.3260, 0.2508, 0.2520, 0.2752, 0.2801, 0.4150, 0.4836, 0.5310, 0.5639, 0.5632
216, 0.3610, 0.3610, 0.3390, 0.4234, 0.4841, 0.5505, 0.5780, 0.5664, 0.5680, 0.5761, 0.5923
217, 0.3555, 0.3555, 0.3302, 0.4328, 0.4714, 0.5449, 0.5602, 0.5679, 0.5790, 0.5762, 0.5854
218, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
219, 0.3260, 0.3260, 0.2214, 0.1555, 0.1234, 0.1241, 0.0868, 0.0815, 0.0840, 0.0865, 0.0875
220, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
221, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
222, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
223, 0.3260, 0.3260, 0.2214, 0.2071, 0.1986, 0.2259, 0.2331, 0.2652, 0.3534, 0.4112, 0.4661
224, 0.3260, 0.3260, 0.2706, 0.2911, 0.4218, 0.5839, 0.6122, 0.5742, 0.5432, 0.5604, 0.5823
225, 0.3260, 0.3260, 0.2214, 0.1994, 0.1863, 0.1730, 0.2305, 0.2612, 0.4011, 0.4691, 0.4940
226, 0.3260, 0.3260, 0.2572, 0.2467, 0.2746, 0.3157, 0.4363, 0.5065, 0.5547, 0.5783, 0.5874
227, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
228, 0.3511, 0.3511, 0.3321, 0.4833, 0.5092, 0.5933, 0.6344, 0.6492, 0.6346, 0.6060, 0.6253
229, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
230, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
231, 0.3260, 0.3260, 0.2605, 0.3157, 0.4216, 0.4970, 0.5733, 0.5789, 0.5848, 0.5987, 0.6067
232, 0.3260, 0.3260, 0.2214, 0.1984, 0.1721, 0.1810, 0.2300, 0.2523, 0.3628, 0.4455, 0.5001
233, 0.3260, 0.3260, 0.2214, 0.2032, 0.2702, 0.2561, 0.2243, 0.2214, 0.2388, 0.2465, 0.2581
234, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
235, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
236, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
237, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
238, 0.3260, 0.3260, 0.2830, 0.2978, 0.3432, 0.4251, 0.4616, 0.4982, 0.5216, 0.5396, 0.5616
239, 0.3260, 0.3260, 0.2587, 0.2715, 0.2864, 0.3622, 0.4416, 0.5079, 0.5322, 0.5135, 0.4976
240, 0.3260, 0.3260, 0.2214, 0.2174, 0.2156, 0.2492, 0.2347, 0.3561, 0.4123, 0.4695, 0.5126
241, 0.3260, 0.3260, 0.2505, 0.2181, 0.2477, 0.2933, 0.3510, 0.4299, 0.4841, 0.5143, 0.5264
242, 0.3676, 0.3676, 0.3687, 0.6702, 0.6642, 0.6239, 0.6095, 0.6324, 0.6236, 0.6306, 0.6238
243, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
244, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0675, 0.0728, 0.0672, 0.0514, 0.0423
245, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0675, 0.0728, 0.0672, 0.0514, 0.0423
