id, fp10, fp11, fp12, fp13, fp14, fp15, fp16, fp17, fp18, fp19, fp20
214, 0.3260, 0.3260, 0.2214, 0.1762, 0.1779, 0.1597, 0.2118, 0.2230, 0.2198, 0.2877, 0.3594
215, 0.3260, 0.3260, 0.2214, 0.2164, 0.2111, 0.2459, 0.2663, 0.3289, 0.4301, 0.4829, 0.5205
216, 0.3511, 0.3511, 0.3210, 0.4062, 0.5104, 0.5866, 0.6104, 0.6001, 0.5979, 0.5899, 0.5875
217, 0.3452, 0.3452, 0.3168, 0.3893, 0.4973, 0.5501, 0.5728, 0.5696, 0.5830, 0.5727, 0.5711
218, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
219, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
220, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
221, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
222, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
223, 0.3260, 0.3260, 0.2214, 0.1762, 0.1779, 0.1590, 0.2118, 0.2230, 0.2194, 0.2816, 0.3521
224, 0.3260, 0.3260, 0.2290, 0.2272, 0.2570, 0.3391, 0.4024, 0.4675, 0.5120, 0.5498, 0.5549
225, 0.3260, 0.3260, 0.2214, 0.1555, 0.1414, 0.1462, 0.1387, 0.1774, 0.1974, 0.2100, 0.2130
226, 0.3260, 0.3260, 0.2214, 0.2318, 0.2301, 0.2666, 0.2792, 0.4071, 0.4787, 0.5136, 0.5393
227, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
228, 0.3260, 0.3260, 0.2214, 0.2325, 0.2824, 0.3607, 0.3791, 0.4684, 0.5155, 0.5432, 0.5606
229, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
230, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
231, 0.3260, 0.3260, 0.2214, 0.2414, 0.2506, 0.3089, 0.3542, 0.4336, 0.4843, 0.5079, 0.5273
232, 0.3260, 0.3260, 0.2214, 0.1555, 0.1234, 0.1224, 0.1357, 0.1364, 0.1538, 0.1705, 0.1784
233, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0734, 0.0907, 0.1237, 0.1297, 0.1290
234, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
235, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
236, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
237, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
238, 0.3260, 0.3260, 0.2648, 0.2642, 0.2785, 0.3878, 0.4555, 0.5005, 0.5371, 0.5719, 0.5969
239, 0.3260, 0.3260, 0.2214, 0.2092, 0.2149, 0.2427, 0.2225, 0.3165, 0.3910, 0.4374, 0.4772
240, 0.3260, 0.3260, 0.2214, 0.1762, 0.1779, 0.1704, 0.2055, 0.2259, 0.2170, 0.2939, 0.3807
241, 0.3260, 0.3260, 0.2214, 0.1762, 0.1773, 0.1843, 0.2118, 0.2111, 0.2012, 0.2836, 0.3399
242, 0.3380, 0.3380, 0.3370, 0.4048, 0.5096, 0.5316, 0.5488, 0.5828, 0.5825, 0.5732, 0.5667
243, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
244, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
245, 0.3260, 0.3260, 0.2214, 0.1555, 0.1123, 0.0831, 0.0628, 0.0484, 0.0378, 0.0300, 0.0240
