cve_ent,cve_mun,cvegeo,nom_ent,area,perimeter,nom_mun,cov_,cov_id,region,id_region,clase_1,clase_2,clase_3,clase_4,clase_5,clase_6,clase_7,clase_8,clase_9,clase_10,clase_11,clase_12,clase_13,clase_14,clase_15,clase_16,clase_17,clase_18,clase_19
"31","081","31081",Yucatán,27312.75000,270.91751,Tekom,"2379","2380",Oriente,"6",0,3009.41,3.22,0,1546.61,0,0,0,105.43,0,0,0,22640.51,0,0,0,0,0,0
"31","082","31082",Yucatán,5794.82000,57.41223,Telchac Pueblo,"2380","2381",Litoral centro,"4",105.56,2445.11,0,0,1358.89,0,0,0,137.24,0,0,1402.8,348.44,0,0,0,0,0,0
"31","083","31083",Yucatán,6517.25000,64.56118,Telchac Puerto,"2381","2382",Litoral centro,"4",0,2.69,357.64,709.56,1960.86,0,0,169.04,299.03,4.57,0,2750.96,37.41,0,0,210.66,0,0,0
"31","084","31084",Yucatán,33757.19000,334.47349,Temax,"2382","2383",Litoral centro,"4",0,1459.14,1.49,0,20655.93,0,0,0,159.92,0,0,0,11485.32,0,0,0,0,0,0
"31","085","31085",Yucatán,70656.21000,700.36060,Temozón,"2383","2384",Oriente,"6",0,2.42,0,0,30288.49,0,0,0,402.5,0,0,0,39927.97,0,0,0,0,0,0
"31","086","31086",Yucatán,10870.05000,107.71841,Tepakán,"2384","2385",Centro,"3",559.47,432.66,0,0,1897.99,0,0,0,183.11,0,0,0,7799.77,0,0,0,0,0,0
"31","087","31087",Yucatán,33686.24000,333.87542,Tetiz,"2385","2386",Poniente,"1",142.28,2905.66,0,355.7,185.06,0,0,127.35,346.45,0,0,28896.29,396.97,0,0,0,0,0,387.85
"31","088","31088",Yucatán,7786.40000,77.16065,Teya,"2386","2387",Centro,"3",156.07,1163.31,0,0,760.52,0,0,0,121.96,0,0,0,5587.18,0,0,0,0,0,0
"31","089","31089",Yucatán,33992.07000,337.25428,Ticul,"2387","2388",Sur,"7",4249.35,1988.61,0,0,922.66,0,0,51.58,817.63,0,0,6593.42,19401.71,0,0,0,0,0,0
"31","090","31090",Yucatán,13457.31000,133.42084,Timucuy,"2388","2389",Noroeste,"2",86.51,1329.38,0,0,224.25,0,0,0,231.45,0,0,0,11598.16,0,0,0,0,0,0
"31","091","31091",Yucatán,47052.03000,466.52238,Tinum,"2389","2390",Oriente,"6",0,6306.92,3.04,0,665.98,0,0,3.28,507.66,0,0,0,39556.33,0,0,0,0,0,0
"31","092","31092",Yucatán,50237.49000,498.40485,Tixcacalcupul,"2390","2391",Oriente,"6",0,8902.01,7.13,0,1720.78,0,0,0,210.92,0,0,0,39380.12,0,0,0,0,0,0
"31","093","31093",Yucatán,17226.74000,170.73376,Tixkokob,"2391","2392",Noroeste,"2",79.46,3155.37,0,0,286.5,0,0,78.32,746.43,0,0,8953.05,3939.81,0,0,0,0,0,0
"31","094","31094",Yucatán,23020.51000,228.44979,Tixmehuac,"2392","2393",Sur,"7",0,6181.9,0,0,364.11,0,0,0,49.64,0,0,0,16433.49,0,0,0,0,0,0
"31","095","31095",Yucatán,7089.34000,70.26393,Tixpéhual,"2393","2394",Noroeste,"2",95.36,1703.49,0,0,2.37,0,0,179.28,418.83,0,0,3165.97,1529.88,0,0,0,0,0,0
"31","096","31096",Yucatán,388484.38000,3848.72093,Tizimín,"2394","2395",Noreste,"5",2464.18,5637.32,4693.79,5953.72,210216.72,0,898.32,3035.54,1658.7,1666.05,0,6900.09,139626.18,1083.21,0,222.29,4025.78,0,0
"31","097","31097",Yucatán,41322.68000,409.60822,Tunkás,"2395","2396",Centro,"3",0,897.3,0,0,11942.67,0,0,0,132.32,0,0,0,28351.09,0,0,0,0,0,0
"31","098","31098",Yucatán,76558.89000,760.23971,Tzucacab,"2396","2397",Sur,"7",6990.54,3445.13,0,0,16636.45,0,2259.99,0,534.52,0,0,2697.48,44020.45,0,0,0,0,0,0
"31","099","31099",Yucatán,18767.34000,186.06223,Uayma,"2397","2398",Oriente,"6",0,2639.94,0,0,1870.02,0,0,0,89.56,0,0,0,14162.14,0,0,0,0,0,0
"31","100","31100",Yucatán,13080.55000,129.62563,Ucú,"2398","2399",Noroeste,"2",12.79,120.66,0,81.03,809.53,0,0,0,682.87,0,0,11387.94,0,2.34,0,0,0,0,0
"31","101","31101",Yucatán,34909.49000,346.05646,Umán,"2399","2400",Noroeste,"2",338.81,7029.93,2.65,0,176.28,0,0,354.29,2643.01,0,0,3290.29,21117.79,0,0,0,0,0,0
"31","102","31102",Yucatán,107824.05000,1069.24356,Valladolid,"2400","2401",Oriente,"6",0,7541.8,7.74,0,31173.93,0,0,52.39,2471.99,0,0,0,66525.62,0,0,0,0,0,0
"31","103","31103",Yucatán,11076.66000,109.81103,Xocchel,"2401","2402",Centro,"3",0,167.01,0,0,732.38,0,0,51.28,62.96,0,0,0,10067.57,0,0,0,0,0,0
"31","104","31104",Yucatán,147423.03000,1462.34564,Yaxcabá,"2402","2403",Oriente,"6",0,32256.39,4.65,0,14488.75,0,0,0,610.3,0,0,0,100069.54,0,0,0,0,0,0
"31","105","31105",Yucatán,4950.21000,49.05556,Yaxkukul,"2403","2404",Noroeste,"2",0,2081.4,0,0,81.05,0,0,0.01,266.83,0,0,2524.85,0,0,0,0,0,0,0
"31","106","31106",Yucatán,13177.45000,130.54289,Yobaín,"2404","2405",Litoral centro,"4",1016.75,1440.67,60.84,568.25,1169.54,0,0,999.74,89.87,128.78,0,4636.09,3070.62,0,0,0,0,0,0
"31","001","31001",Yucatán,29268.91000,290.23783,Abalá,"2299","2300",Noroeste,"2",0,1227.86,5.82,0,1109.19,0,0,125.69,251.26,0,0,0,26580.92,0,0,0,0,0,0
"31","002","31002",Yucatán,13725.16000,136.06331,Acanceh,"2300","2301",Noroeste,"2",192.73,1501.32,0,0,522.37,0,0,301.02,387.83,0,0,0,10830.94,0,0,0,0,0,0
"31","003","31003",Yucatán,7645.66000,75.87159,Akil,"2301","2302",Sur,"7",3487.48,456.95,0,0,432.55,0,0,0,169.96,0,0,268.5,2835.5,0,0,0,0,0,0
"31","004","31004",Yucatán,10846.90000,107.47849,Baca,"2302","2303",Noroeste,"2",531.24,3549.26,0,0,1879.7,0,0,74.26,179.98,0,0,4640.44,0,0,0,0,0,0,0
"31","005","31005",Yucatán,7170.57000,71.06498,Bokobá,"2303","2304",Litoral centro,"4",0,901.87,0,0,232.28,0,0,0,94.83,0,0,0,5944.92,0,0,0,0,0,0
"31","006","31006",Yucatán,65434.25000,648.28643,Buctzotz,"2304","2305",Noreste,"5",0,0,32.99,0,61586.43,0,0,0,300.61,0,0,0,3509.42,0,0,0,0,0,0
"31","007","31007",Yucatán,10147.40000,100.57051,Cacalchén,"2305","2306",Litoral centro,"4",0,1475.83,0,0,244.13,0,0,0,198.84,0,0,2866.37,5367.85,0,0,0,0,0,0
"31","008","31008",Yucatán,29074.94000,288.14560,Calotmul,"2306","2307",Noreste,"5",0,3902.81,0,0,6282.89,0,0,0,144.45,0,0,0,18731.37,0,0,0,0,0,0
"31","009","31009",Yucatán,12880.88000,127.62657,Cansahcab,"2307","2308",Litoral centro,"4",108.02,3207.54,0,0,2525.19,0,0,0,254.03,0,0,0,6790.55,0,0,0,0,0,0
"31","010","31010",Yucatán,35625.97000,353.42205,Cantamayec,"2308","2309",Oriente,"6",0,814.09,0,0,450.85,0,0,25.56,52.42,0,0,0,34294.85,0,0,0,0,0,0
"31","011","31011",Yucatán,60287.13000,597.58699,Celestún,"2309","2310",Poniente,"1",0,0,166.59,13983.66,1215.97,0,0,2005.84,85.35,761.65,12784.53,16029.85,2578.01,1232.55,0,0,6486.08,0,897.85
"31","012","31012",Yucatán,54253.94000,537.66777,Cenotillo,"2310","2311",Noreste,"5",0,612.41,0,0,34035.34,0,0,0,200.99,0,0,0,19398.04,0,0,0,0,0,0
"31","013","31013",Yucatán,6333.98000,62.76617,Conkal,"2311","2312",Noroeste,"2",73.15,243.24,0,0,296.39,0,0,29.09,3101.13,0,0,2596.6,0,0,0,0,0,0,0
"31","014","31014",Yucatán,13589.81000,134.76718,Cuncunul,"2312","2313",Oriente,"6",0,165.04,0,0,345.37,0,0,0,86.86,0,0,0,12988.31,0,0,0,0,0,0
"31","015","31015",Yucatán,9348.41000,92.69076,Cuzamá,"2313","2314",Centro,"3",180.61,249.07,6.69,0,80.19,0,0,18.58,112.81,0,0,0,8706.74,0,0,0,0,0,0
"31","016","31016",Yucatán,11465.42000,113.79189,Chacsinkín,"2314","2315",Oriente,"6",33.56,4164.63,0,0,518.47,0,0,0,139.56,0,0,0,6612.64,0,0,0,0,0,0
"31","017","31017",Yucatán,44348.89000,439.89861,Chankom,"2315","2316",Oriente,"6",0,9320.23,0,0,2173.45,0,0,0,201.92,0,0,0,32647.15,0,0,0,0,0,0
"31","018","31018",Yucatán,16940.66000,168.03446,Chapab,"2316","2317",Sur,"7",543.36,883.8,7.8,0,254.94,0,0,0,135.68,0,0,0,15129.69,0,0,0,0,0,0
"31","019","31019",Yucatán,139846.00000,1386.41357,Chemax,"2317","2318",Oriente,"6",0,13848.95,0,0,15468.73,0,4103.9,0,946.11,0,0,0,105384.18,0,0,0,0,0,0
"31","020","31020",Yucatán,4427.38000,43.86840,Chicxulub Pueblo,"2318","2319",Noroeste,"2",0,996.76,0,0,31.13,0,0,160.61,509.29,0,0,2733.58,0,0,0,0,0,0,0
"31","021","31021",Yucatán,46996.25000,466.20642,Chichimilá,"2319","2320",Oriente,"6",0,7470.05,7.45,0,3451.26,0,0,0,196.63,0,0,0,35850.63,0,0,0,0,0,0
"31","022","31022",Yucatán,47380.37000,470.16167,Chikindzonot,"2320","2321",Oriente,"6",0,20566.97,0,0,0,0,0,0,195.86,0,0,0,26609.02,0,0,0,0,0,0
"31","023","31023",Yucatán,29285.79000,290.36740,Chocholá,"2321","2322",Poniente,"1",177.66,3774.82,57.31,0,1146.97,0,0,182.93,115.64,0,0,3553.49,20317.3,0,0,0,0,0,0
"31","024","31024",Yucatán,8383.77000,83.16274,Chumayel,"2322","2323",Sur,"7",1126.09,2315.46,0,0,0,0,0,0,116.58,0,0,0,4830.67,0,0,0,0,0,0
"31","025","31025",Yucatán,7991.30000,79.27994,Dzán,"2323","2324",Sur,"7",2978.82,0,0,0,424.05,0,0,0,258.9,0,0,0,4336.01,0,0,0,0,0,0
"31","026","31026",Yucatán,17410.64000,172.48678,Dzemul,"2324","2325",Litoral centro,"4",0,3321.71,1242.46,760.46,1610.38,0,0,10.95,581.89,251.21,0,7978.91,1638.28,24.22,0,1.48,0,0,0
"31","027","31027",Yucatán,20753.28000,205.59232,Dzidzantún,"2325","2326",Litoral centro,"4",208.95,2094.59,0,1002.82,8425.46,0,0,978.45,442.52,85.26,0,4201.43,3319.84,0,0,0,0,0,0
"31","028","31028",Yucatán,43225.12000,428.12995,Dzilam de Bravo,"2326","2327",Litoral centro,"4",0,0,7.76,14791.4,12870.77,0,0,289.44,46.14,239.01,77.23,8570.5,2585.59,897.45,0,0,1801.68,0,0
"31","029","31029",Yucatán,50647.28000,501.70990,Dzilam González,"2327","2328",Litoral centro,"4",116.1,493.51,39.05,144.47,38961.67,0,0,0,302.92,0,0,3170.87,7418.14,0,0,0,0.91,0,0
"31","030","31030",Yucatán,30955.54000,306.86940,Dzitás,"2328","2329",Oriente,"6",0,9465.35,0,0,973.85,0,0,0,123.75,0,0,0,20387.31,0,0,0,0,0,0
"31","031","31031",Yucatán,13340.91000,132.20039,Dzoncauich,"2329","2330",Litoral centro,"4",0,749.19,1.32,0,10381.6,0,0,0,51.37,0,0,0,2158.81,0,0,0,0,0,0
"31","032","31032",Yucatán,73527.91000,728.68756,Espita,"2330","2331",Noreste,"5",0,8435.14,0,0,15559.12,0,0,0,319,0,0,0,48812.01,0,0,380.08,0,0,0
"31","033","31033",Yucatán,58631.09000,581.48907,Halachó,"2331","2332",Poniente,"1",1631.69,2080.38,0,4452.11,5868.86,0,0,0,1494.21,0,3998.68,8674.78,26968.36,0,0,0,3483.3,0,94.26
"31","034","31034",Yucatán,9491.03000,94.09100,Hocabá,"2332","2333",Centro,"3",100.77,1395.01,0,0,144.3,0,0,0,250.27,0,0,0,7605.91,0,0,0,0,0,0
"31","035","31035",Yucatán,12065.49000,119.60005,Hoctún,"2333","2334",Centro,"3",2.92,1620.26,0,0,233.91,0,0,104.73,231.95,0,0,0,9877.12,0,0,0,0,0,0
"31","036","31036",Yucatán,19981.44000,198.13180,Homún,"2334","2335",Centro,"3",0,918.39,76.64,0,165.52,0,0,0,145.44,0,0,0,18686.66,0,0,0,0,0,0
"31","037","31037",Yucatán,19757.15000,195.90283,Huhí,"2335","2336",Centro,"3",0,2271.08,10.07,0,91.42,0,0,0,173.99,0,0,0,17218.86,0,0,0,0,0,0
"31","038","31038",Yucatán,83964.62000,832.05739,Hunucmá,"2336","2337",Poniente,"1",1457.09,31.09,550.39,13577.4,6421.35,0,0,4015.42,1835.04,428.46,4706.36,43948.9,1618.27,2327.19,176.18,0,2746.47,0,0
"31","039","31039",Yucatán,13676.04000,135.49163,Ixil,"2337","2338",Noroeste,"2",0,324.89,298.92,1189.9,1953.87,0,0,0,374.08,28.55,0,8695.85,0,292.25,0,0,528.42,0,0
"31","040","31040",Yucatán,45874.74000,454.70860,Izamal,"2338","2339",Centro,"3",0,2541.77,0,0,18728.38,0,0,16.09,790.16,0,0,0,23810.15,0,0,0,0,0,0
"31","041","31041",Yucatán,10224.13000,101.34060,Kanasín,"2339","2340",Noroeste,"2",110.4,2931.3,0,0,164.55,0,0,516.97,2893.69,0,0,842.36,2774.28,0,0,0,0,0,0
"31","042","31042",Yucatán,19968.24000,197.97444,Kantunil,"2340","2341",Centro,"3",0,2855.44,0,0,2094.23,0,0,0,218.14,0,0,0,14805.51,0,0,0,0,0,0
"31","043","31043",Yucatán,13735.01000,136.21297,Kaua,"2341","2342",Oriente,"6",0,1665.12,0,0,74.08,0,0,255.51,123.75,0,0,0,11613.19,0,0,0,0,0,0
"31","044","31044",Yucatán,35584.34000,352.74649,Kinchil,"2342","2343",Poniente,"1",707.02,5930.45,0,0,2305.17,0,0,3.48,221.08,0,0,23439.64,3037.78,0,0,0,0,0,0
"31","045","31045",Yucatán,15773.70000,156.42068,Kopomá,"2343","2344",Poniente,"1",0.17,4476.53,42.34,0,972.24,0,0,0,332.7,0,0,0,9972.82,0,0,0,0,0,0
"31","046","31046",Yucatán,10040.90000,99.59496,Mama,"2344","2345",Sur,"7",7.87,1525.06,1.05,0,441.99,0,0,0,88.4,0,0,0,7983.84,0,0,0,0,0,0
"31","047","31047",Yucatán,12677.79000,125.77785,Maní,"2345","2346",Sur,"7",3132.08,0,0,0,722.55,0,0,0,205.84,0,0,0,8626.35,0,0,0,0,0,0
"31","048","31048",Yucatán,91084.12000,903.26287,Maxcanú,"2346","2347",Poniente,"1",1476.76,3089.5,6.04,955.61,9679.25,0,0,0,2037.12,0,1042.95,6268.52,65837.53,0,0,0,378.51,0,469.78
"31","049","31049",Yucatán,9361.73000,92.86027,Mayapán,"2347","2348",Sur,"7",0,3893.72,0,0,0,0,0,0,92.86,0,0,0,5379.69,0,0,0,0,0,0
"31","050","31050",Yucatán,88344.41000,875.57653,Mérida,"2348","2349",Noroeste,"2",2242.83,2984.66,0,0,644.66,0,0,523.18,35105.62,0,0,27299.13,19638.21,0,0,0,0,0,0
"31","051","31051",Yucatán,4721.84000,46.78734,Mocochá,"2349","2350",Noroeste,"2",0,1199.7,0,0,823.28,0,0,226.06,112.69,0,0,2363.92,0,0,0,0,0,0,0
"31","052","31052",Yucatán,32060.06000,317.66895,Motul,"2350","2351",Litoral centro,"4",1010.59,8058.47,0,75.83,1920.77,0,0,0,1850.08,0,0,13702.51,5228.64,181.03,0,0,50.92,0,0
"31","053","31053",Yucatán,39733.89000,394.15350,Muna,"2351","2352",Sur,"7",6167.34,1059.62,0,0,560.17,0,0,0,311.45,0,0,2306.9,29376.84,0,0,0,0,0,0
"31","054","31054",Yucatán,7163.88000,70.99324,Muxupip,"2352","2353",Litoral centro,"4",16.08,1567.81,0,0,0,0,0,0,79.68,0,0,5504.9,0,0,0,0,0,0,0
"31","055","31055",Yucatán,25938.88000,257.26178,Opichén,"2353","2354",Poniente,"1",2090.15,2016.87,12.39,0,35.11,0,0,342.03,433.44,0,0,2400.66,18643.87,0,0,0,0,0,0
"31","056","31056",Yucatán,86294.85000,856.52084,Oxkutzcab,"2354","2355",Sur,"7",13697.25,1523.83,0,0,87.75,0,0,0,915.32,0,0,5276.34,64871.79,0,0,0,0,0,0
"31","057","31057",Yucatán,66527.46000,658.99951,Panabá,"2355","2356",Noreste,"5",0,0,37.97,0,65073.42,0,0,0,105.02,0,0,87.26,1201.06,0,0,0,0,0,0
"31","058","31058",Yucatán,105504.12000,1047.35993,Peto,"2356","2357",Oriente,"6",562.1,15705.31,42.9,0,7620.28,0,0,0,848.75,0,0,1295.89,79440.05,0,0,0,0,0,0
"31","059","31059",Yucatán,66379.80000,657.35070,Progreso,"2357","2358",Noroeste,"2",0,46.24,3702.01,6461.7,2311.6,0,0,1859.83,3340.89,219.29,0,19966.57,0,2869.23,0,0,232.04,231.02,0
