cve_ent,cve_mun,cvegeo,nom_ent,area,perimeter,nom_mun,cov_,cov_id,region,id_region,clase_1,clase_2
"31","013","31013",Yucatán,6339.60000,62.76617,Conkal,"2311","2312",Noroeste,"2",4686.77,1652.83
"31","014","31014",Yucatán,13585.58000,134.76718,Cuncunul,"2312","2313",Oriente,"6",13256.47,329.11
"31","015","31015",Yucatán,9354.71000,92.69076,Cuzamá,"2313","2314",Centro,"3",6082.84,3271.87
"31","016","31016",Yucatán,11468.85000,113.79189,Chacsinkín,"2314","2315",Oriente,"6",11205.15,263.7
"31","017","31017",Yucatán,44342.75000,439.89861,Chankom,"2315","2316",Oriente,"6",34611.57,9731.17
"31","018","31018",Yucatán,16955.28000,168.03446,Chapab,"2316","2317",Sur,"7",16546.26,409.02
"31","019","31019",Yucatán,139751.86000,1386.41357,Chemax,"2317","2318",Oriente,"6",133199.5,6552.36
"31","020","31020",Yucatán,4431.37000,43.86840,Chicxulub Pueblo,"2318","2319",Noroeste,"2",3617.48,813.89
"31","021","31021",Yucatán,46976.02000,466.20642,Chichimilá,"2319","2320",Oriente,"6",46730.95,245.07
"31","022","31022",Yucatán,47371.84000,470.16167,Chikindzonot,"2320","2321",Oriente,"6",46379.85,991.99
"31","023","31023",Yucatán,29326.12000,290.36740,Chocholá,"2321","2322",Poniente,"1",20969.58,8356.54
"31","024","31024",Yucatán,8388.79000,83.16274,Chumayel,"2322","2323",Sur,"7",8301.11,87.68
"31","025","31025",Yucatán,7997.77000,79.27994,Dzán,"2323","2324",Sur,"7",5958.93,2038.84
"31","026","31026",Yucatán,17422.14000,172.48678,Dzemul,"2324","2325",Litoral centro,"4",13093.54,4327.64
"31","027","31027",Yucatán,20759.32000,205.59232,Dzidzantún,"2325","2326",Litoral centro,"4",11987.88,8771.43
"31","028","31028",Yucatán,43222.72000,428.12995,Dzilam de Bravo,"2326","2327",Litoral centro,"4",29602.68,12479.68
"31","029","31029",Yucatán,50647.64000,501.70990,Dzilam González,"2327","2328",Litoral centro,"4",20941.34,29706.31
"31","030","31030",Yucatán,30950.27000,306.86940,Dzitás,"2328","2329",Oriente,"6",30251.91,698.36
"31","031","31031",Yucatán,13342.28000,132.20039,Dzoncauich,"2329","2330",Litoral centro,"4",5564.35,7777.94
"31","032","31032",Yucatán,73505.34000,728.68756,Espita,"2330","2331",Noreste,"5",53404.08,20101.26
"31","033","31033",Yucatán,58746.65000,581.48907,Halachó,"2331","2332",Poniente,"1",43398.71,15347.94
"31","034","31034",Yucatán,9496.25000,94.09100,Hocabá,"2332","2333",Centro,"3",8072.02,1424.24
"31","035","31035",Yucatán,12070.89000,119.60005,Hoctún,"2333","2334",Centro,"3",11894.23,176.66
"31","036","31036",Yucatán,19992.65000,198.13180,Homún,"2334","2335",Centro,"3",15556.78,4435.86
"31","037","31037",Yucatán,19765.42000,195.90283,Huhí,"2335","2336",Centro,"3",18652.53,1112.89
"31","038","31038",Yucatán,84097.45000,832.05739,Hunucmá,"2336","2337",Poniente,"1",70000.08,12831.68
"31","039","31039",Yucatán,13687.38000,135.49163,Ixil,"2337","2338",Noroeste,"2",10700.19,2985.34
"31","040","31040",Yucatán,45886.56000,454.70860,Izamal,"2338","2339",Centro,"3",39820.62,6065.94
"31","041","31041",Yucatán,10233.55000,101.34060,Kanasín,"2339","2340",Noroeste,"2",2754.94,7478.6
"31","042","31042",Yucatán,19973.32000,197.97444,Kantunil,"2340","2341",Centro,"3",18373.16,1600.16
"31","043","31043",Yucatán,13731.66000,136.21297,Kaua,"2341","2342",Oriente,"6",12981.29,750.36
"31","044","31044",Yucatán,35644.62000,352.74649,Kinchil,"2342","2343",Poniente,"1",28863.33,6781.28
"31","045","31045",Yucatán,15796.80000,156.42068,Kopomá,"2343","2344",Poniente,"1",11049.03,4747.78
"31","046","31046",Yucatán,10048.21000,99.59496,Mama,"2344","2345",Sur,"7",9959.81,88.4
"31","047","31047",Yucatán,12686.82000,125.77785,Maní,"2345","2346",Sur,"7",11889.12,797.69
"31","048","31048",Yucatán,91241.57000,903.26287,Maxcanú,"2346","2347",Poniente,"1",69398.05,21843.52
"31","049","31049",Yucatán,9366.27000,92.86027,Mayapán,"2347","2348",Sur,"7",8987.05,379.22
"31","050","31050",Yucatán,88438.28000,875.57653,Mérida,"2348","2349",Noroeste,"2",53383.87,35054.41
"31","051","31051",Yucatán,4725.65000,46.78734,Mocochá,"2349","2350",Noroeste,"2",3075.58,1650.07
"31","052","31052",Yucatán,32078.84000,317.66895,Motul,"2350","2351",Litoral centro,"4",15837.36,16241.48
"31","053","31053",Yucatán,39782.31000,394.15350,Muna,"2351","2352",Sur,"7",34051.17,5731.14
"31","054","31054",Yucatán,7168.47000,70.99324,Muxupip,"2352","2353",Litoral centro,"4",4754.86,2413.61
"31","055","31055",Yucatán,25974.52000,257.26178,Opichén,"2353","2354",Poniente,"1",23065.12,2909.41
"31","056","31056",Yucatán,86372.29000,856.52084,Oxkutzcab,"2354","2355",Sur,"7",76067.56,10304.72
"31","057","31057",Yucatán,66504.74000,658.99951,Panabá,"2355","2356",Noreste,"5",906.64,65598.09
"31","058","31058",Yucatán,105515.28000,1047.35993,Peto,"2356","2357",Oriente,"6",95279.98,10235.3
"31","059","31059",Yucatán,66452.69000,657.35070,Progreso,"2357","2358",Noroeste,"2",26314.14,14083.39
