cve_ent,cve_mun,cvegeo,nom_ent,area,perimeter,nom_mun,cov_,cov_id,region,id_region,clase_1,clase_2,clase_3,clase_4,clase_5,clase_6,clase_7,clase_8,clase_9,clase_10,clase_11,clase_12,clase_13,clase_14,clase_15,clase_16
"31","040","31040",Yucatán,45886.56000,454.70860,Izamal,"2338","2339",Centro,"3",0,2375.36,0,0,12123.81,0,565.73,0,0,0,30821.65,0,0,0,0,0
"31","041","31041",Yucatán,10233.55000,101.34060,Kanasín,"2339","2340",Noroeste,"2",144.83,4025.4,0,0,229.54,222.24,1772.99,0,0,892.25,2946.3,0,0,0,0,0
"31","042","31042",Yucatán,19973.32000,197.97444,Kantunil,"2340","2341",Centro,"3",0,459.99,0,0,2102.86,0,218.14,0,0,0,17192.34,0,0,0,0,0
"31","043","31043",Yucatán,13731.66000,136.21297,Kaua,"2341","2342",Oriente,"6",0,13,0,0,0.75,0,75.12,0,0,0,13642.79,0,0,0,0,0
"31","044","31044",Yucatán,35644.62000,352.74649,Kinchil,"2342","2343",Poniente,"1",709.19,6827.45,0,0,2302.7,0,221.09,0,0,22606.11,2978.07,0,0,0,0,0
"31","045","31045",Yucatán,15796.80000,156.42068,Kopomá,"2343","2344",Poniente,"1",0.32,4427.54,42.34,0,1036.87,0,332.7,0,0,0,9957.04,0,0,0,0,0
"31","046","31046",Yucatán,10048.21000,99.59496,Mama,"2344","2345",Sur,"7",0,68,1.05,0,0,0,88.4,0,0,0,9890.76,0,0,0,0,0
"31","047","31047",Yucatán,12686.82000,125.77785,Maní,"2345","2346",Sur,"7",764.18,1109.78,0,0,0,0,137.79,0,0,0,10675.06,0,0,0,0,0
"31","048","31048",Yucatán,91241.57000,903.26287,Maxcanú,"2346","2347",Poniente,"1",2071.69,3321.17,6.1,957.02,15267.7,0,1902.57,0,1042.41,5998.18,59825.61,0,0,379.35,0,469.78
"31","049","31049",Yucatán,9366.27000,92.86027,Mayapán,"2347","2348",Sur,"7",0,0,0,0,0,0,92.86,0,0,0,9273.41,0,0,0,0,0
