ageb_id,year,budget,budget_spl,stress,cat_vul,ex_cat_vul
"7745","2060","1000",action_budget,base,"4","5"
"7746","2060","1000",action_budget,base,"5","5"
"7747","2060","1000",action_budget,base,"5","5"
"7748","2060","1000",action_budget,base,"5","5"
"7749","2060","1000",action_budget,base,"4","5"
"7750","2060","1000",action_budget,base,"3","5"
"7751","2060","1000",action_budget,base,"5","5"
"7752","2060","1000",action_budget,base,"4","5"
"7753","2060","1000",action_budget,base,"4","5"
"7754","2060","1000",action_budget,base,"4","5"
"7755","2060","1000",action_budget,base,"4","5"
"7756","2060","1000",action_budget,base,"4","5"
"7757","2060","1000",action_budget,base,"4","5"
"7758","2060","1000",action_budget,base,"4","5"
"7759","2060","1000",action_budget,base,"5","5"
"7760","2060","1000",action_budget,base,"4","5"
"7761","2060","1000",action_budget,base,"4","5"
"7762","2060","1000",action_budget,base,"5","5"
"7763","2060","1000",action_budget,base,"4","5"
"7764","2060","1000",action_budget,base,"5","5"
"7765","2060","1000",action_budget,base,"4","5"
"7766","2060","1000",action_budget,base,"5","5"
"7767","2060","1000",action_budget,base,"4","5"
"7768","2060","1000",action_budget,base,"5","5"
"7769","2060","1000",action_budget,base,"5","5"
"7770","2060","1000",action_budget,base,"5","5"
"7771","2060","1000",action_budget,base,"5","5"
"7772","2060","1000",action_budget,base,"5","5"
"7773","2060","1000",action_budget,base,"4","5"
"7774","2060","1000",action_budget,base,"5","5"
"7775","2060","1000",action_budget,base,"4","5"
"7776","2060","1000",action_budget,base,"5","5"
"7777","2060","1000",action_budget,base,"4","5"
"7778","2060","1000",action_budget,base,"4","5"
"7779","2060","1000",action_budget,base,"4","5"
"7780","2060","1000",action_budget,base,"4","5"
"7781","2060","1000",action_budget,base,"4","5"
"7782","2060","1000",action_budget,base,"5","5"
"7783","2060","1000",action_budget,base,"5","5"
"7784","2060","1000",action_budget,base,"5","5"
"7785","2060","1000",action_budget,base,"5","5"
"7786","2060","1000",action_budget,base,"4","5"
"7787","2060","1000",action_budget,base,"5","5"
"7788","2060","1000",action_budget,base,"4","5"
"7789","2060","1000",action_budget,base,"4","5"
"7790","2060","1000",action_budget,base,"4","5"
"7791","2060","1000",action_budget,base,"4","5"
"7792","2060","1000",action_budget,base,"4","5"
"7793","2060","1000",action_budget,base,"5","5"
"7794","2060","1000",action_budget,base,"5","5"
"7795","2060","1000",action_budget,base,"4","5"
"7796","2060","1000",action_budget,base,"4","5"
"7797","2060","1000",action_budget,base,"4","5"
"7798","2060","1000",action_budget,base,"5","5"
"7799","2060","1000",action_budget,base,"4","5"
"7800","2060","1000",action_budget,base,"5","5"
"7801","2060","1000",action_budget,base,"4","5"
"7802","2060","1000",action_budget,base,"4","5"
"7803","2060","1000",action_budget,base,"4","5"
"7804","2060","1000",action_budget,base,"4","5"
"7805","2060","1000",action_budget,base,"3","5"
"7806","2060","1000",action_budget,base,"4","5"
"7807","2060","1000",action_budget,base,"4","5"
"7808","2060","1000",action_budget,base,"3","5"
"7809","2060","1000",action_budget,base,"4","5"
"7810","2060","1000",action_budget,base,"4","5"
"7811","2060","1000",action_budget,base,"3","5"
"7812","2060","1000",action_budget,base,"4","5"
"7813","2060","1000",action_budget,base,"5","5"
"7814","2060","1000",action_budget,base,"4","5"
"7815","2060","1000",action_budget,base,"5","5"
"7816","2060","1000",action_budget,base,"5","5"
"7817","2060","1000",action_budget,base,"5","5"
"7818","2060","1000",action_budget,base,"5","5"
"7819","2060","1000",action_budget,base,"5","5"
"7820","2060","1000",action_budget,base,"5","5"
"7821","2060","1000",action_budget,base,"3","5"
"7822","2060","1000",action_budget,base,"4","5"
"7823","2060","1000",action_budget,base,"4","5"
"7824","2060","1000",action_budget,base,"4","5"
"7825","2060","1000",action_budget,base,"4","5"
"7826","2060","1000",action_budget,base,"4","5"
"7827","2060","1000",action_budget,base,"4","5"
"7828","2060","1000",action_budget,base,"5","5"
"7829","2060","1000",action_budget,base,"5","5"
"7830","2060","1000",action_budget,base,"5","5"
"7831","2060","1000",action_budget,base,"4","5"
"7832","2060","1000",action_budget,base,"4","5"
"7833","2060","1000",action_budget,base,"5","5"
"7834","2060","1000",action_budget,base,"5","5"
"7835","2060","1000",action_budget,base,"4","5"
"7836","2060","1000",action_budget,base,"4","5"
"7837","2060","1000",action_budget,base,"4","5"
"7838","2060","1000",action_budget,base,"4","5"
"7839","2060","1000",action_budget,base,"4","5"
"7840","2060","1000",action_budget,base,"5","5"
"7841","2060","1000",action_budget,base,"3","5"
"7842","2060","1000",action_budget,base,"5","5"
"7843","2060","1000",action_budget,base,"4","5"
"7844","2060","1000",action_budget,base,"3","5"
"7845","2060","1000",action_budget,base,"5","5"
"7846","2060","1000",action_budget,base,"5","5"
"7847","2060","1000",action_budget,base,"4","5"
"7848","2060","1000",action_budget,base,"4","5"
"7849","2060","1000",action_budget,base,"5","5"
"7851","2060","1000",action_budget,base,"4","5"
"7852","2060","1000",action_budget,base,"3","5"
"7853","2060","1000",action_budget,base,"5","5"
"7854","2060","1000",action_budget,base,"1","3"
"7855","2060","1000",action_budget,base,"1","3"
"7856","2060","1000",action_budget,base,"1","3"
"7857","2060","1000",action_budget,base,"1","4"
"7858","2060","1000",action_budget,base,"3","5"
"7859","2060","1000",action_budget,base,"3","5"
"7860","2060","1000",action_budget,base,"1","3"
"7861","2060","1000",action_budget,base,"1","3"
"7862","2060","1000",action_budget,base,"1","3"
"7863","2060","1000",action_budget,base,"3","5"
"7864","2060","1000",action_budget,base,"1","3"
"7865","2060","1000",action_budget,base,"1","3"
"7866","2060","1000",action_budget,base,"1","3"
"7867","2060","1000",action_budget,base,"1","3"
"7868","2060","1000",action_budget,base,"1","3"
"7869","2060","1000",action_budget,base,"3","5"
"7870","2060","1000",action_budget,base,"3","5"
"7871","2060","1000",action_budget,base,"1","3"
"7872","2060","1000",action_budget,base,"1","3"
"7873","2060","1000",action_budget,base,"1","3"
"7874","2060","1000",action_budget,base,"3","5"
"7875","2060","1000",action_budget,base,"1","4"
"7876","2060","1000",action_budget,base,"1","3"
"7877","2060","1000",action_budget,base,"3","5"
"7878","2060","1000",action_budget,base,"3","5"
"7879","2060","1000",action_budget,base,"1","3"
"7880","2060","1000",action_budget,base,"3","5"
"7881","2060","1000",action_budget,base,"3","5"
"7882","2060","1000",action_budget,base,"1","3"
"7883","2060","1000",action_budget,base,"1","3"
"7884","2060","1000",action_budget,base,"1","3"
"7885","2060","1000",action_budget,base,"3","5"
"7886","2060","1000",action_budget,base,"1","3"
"7887","2060","1000",action_budget,base,"3","5"
"7888","2060","1000",action_budget,base,"3","5"
"7889","2060","1000",action_budget,base,"3","5"
"7890","2060","1000",action_budget,base,"3","5"
"7891","2060","1000",action_budget,base,"3","5"
"7892","2060","1000",action_budget,base,"3","5"
"7893","2060","1000",action_budget,base,"3","5"
"7894","2060","1000",action_budget,base,"4","5"
"7895","2060","1000",action_budget,base,"3","5"
"7896","2060","1000",action_budget,base,"1","3"
"7897","2060","1000",action_budget,base,"3","5"
"7898","2060","1000",action_budget,base,"2","3"
"7899","2060","1000",action_budget,base,"1","3"
"7900","2060","1000",action_budget,base,"3","5"
"7901","2060","1000",action_budget,base,"1","3"
"7902","2060","1000",action_budget,base,"2","4"
"7903","2060","1000",action_budget,base,"4","5"
"7904","2060","1000",action_budget,base,"1","3"
"7905","2060","1000",action_budget,base,"1","3"
"7906","2060","1000",action_budget,base,"1","3"
"7907","2060","1000",action_budget,base,"1","3"
"7908","2060","1000",action_budget,base,"4","5"
"7909","2060","1000",action_budget,base,"4","5"
"7910","2060","1000",action_budget,base,"4","5"
"7911","2060","1000",action_budget,base,"4","5"
"7912","2060","1000",action_budget,base,"4","5"
"7913","2060","1000",action_budget,base,"4","5"
"7914","2060","1000",action_budget,base,"4","5"
"7915","2060","1000",action_budget,base,"4","5"
"7916","2060","1000",action_budget,base,"1","3"
"7917","2060","1000",action_budget,base,"1","3"
"7918","2060","1000",action_budget,base,"1","3"
"7919","2060","1000",action_budget,base,"1","3"
"7920","2060","1000",action_budget,base,"1","3"
"7921","2060","1000",action_budget,base,"3","5"
"7922","2060","1000",action_budget,base,"3","5"
"7923","2060","1000",action_budget,base,"1","3"
"7924","2060","1000",action_budget,base,"3","5"
"7925","2060","1000",action_budget,base,"1","3"
"7926","2060","1000",action_budget,base,"1","3"
"7927","2060","1000",action_budget,base,"3","5"
"7928","2060","1000",action_budget,base,"1","3"
"7929","2060","1000",action_budget,base,"3","5"
"7930","2060","1000",action_budget,base,"3","5"
"7931","2060","1000",action_budget,base,"1","3"
"7932","2060","1000",action_budget,base,"3","5"
"7933","2060","1000",action_budget,base,"1","3"
"7934","2060","1000",action_budget,base,"3","5"
"7935","2060","1000",action_budget,base,"3","5"
"7936","2060","1000",action_budget,base,"3","5"
"7937","2060","1000",action_budget,base,"3","5"
"7938","2060","1000",action_budget,base,"1","3"
"7939","2060","1000",action_budget,base,"1","3"
"7940","2060","1000",action_budget,base,"1","3"
"7941","2060","1000",action_budget,base,"3","5"
"7942","2060","1000",action_budget,base,"3","5"
"7943","2060","1000",action_budget,base,"3","5"
"7944","2060","1000",action_budget,base,"3","5"
"7945","2060","1000",action_budget,base,"3","5"
"7946","2060","1000",action_budget,base,"3","5"
"7947","2060","1000",action_budget,base,"1","3"
"7948","2060","1000",action_budget,base,"3","5"
"7949","2060","1000",action_budget,base,"3","5"
"7950","2060","1000",action_budget,base,"3","5"
"7951","2060","1000",action_budget,base,"3","5"
"7952","2060","1000",action_budget,base,"3","5"
"7953","2060","1000",action_budget,base,"1","3"
"7954","2060","1000",action_budget,base,"1","3"
"7955","2060","1000",action_budget,base,"3","5"
"7956","2060","1000",action_budget,base,"1","3"
"7957","2060","1000",action_budget,base,"1","3"
"7958","2060","1000",action_budget,base,"1","3"
"7959","2060","1000",action_budget,base,"4","5"
"7960","2060","1000",action_budget,base,"3","5"
"7961","2060","1000",action_budget,base,"3","5"
"7962","2060","1000",action_budget,base,"1","3"
"7963","2060","1000",action_budget,base,"3","5"
"7964","2060","1000",action_budget,base,"1","3"
"7965","2060","1000",action_budget,base,"1","3"
"7966","2060","1000",action_budget,base,"1","3"
"7967","2060","1000",action_budget,base,"1","3"
"7968","2060","1000",action_budget,base,"1","3"
"7969","2060","1000",action_budget,base,"3","5"
"7970","2060","1000",action_budget,base,"2","4"
"7971","2060","1000",action_budget,base,"1","4"
"7972","2060","1000",action_budget,base,"2","4"
"7973","2060","1000",action_budget,base,"2","3"
"7974","2060","1000",action_budget,base,"4","5"
"7975","2060","1000",action_budget,base,"1","3"
"7976","2060","1000",action_budget,base,"1","3"
"7977","2060","1000",action_budget,base,"1","3"
"7978","2060","1000",action_budget,base,"1","3"
"7979","2060","1000",action_budget,base,"1","3"
"7980","2060","1000",action_budget,base,"3","5"
"7981","2060","1000",action_budget,base,"1","3"
"7982","2060","1000",action_budget,base,"4","5"
"7983","2060","1000",action_budget,base,"3","5"
"7984","2060","1000",action_budget,base,"1","3"
"7985","2060","1000",action_budget,base,"1","3"
"7986","2060","1000",action_budget,base,"1","3"
"7987","2060","1000",action_budget,base,"1","3"
"7988","2060","1000",action_budget,base,"1","3"
"7989","2060","1000",action_budget,base,"1","3"
"7990","2060","1000",action_budget,base,"2","3"
"7991","2060","1000",action_budget,base,"1","3"
"7992","2060","1000",action_budget,base,"1","3"
"7993","2060","1000",action_budget,base,"1","3"
"7994","2060","1000",action_budget,base,"4","5"
"7995","2060","1000",action_budget,base,"1","3"
"7996","2060","1000",action_budget,base,"3","5"
"7997","2060","1000",action_budget,base,"1","3"
"7998","2060","1000",action_budget,base,"1","3"
"7999","2060","1000",action_budget,base,"1","3"
"8000","2060","1000",action_budget,base,"3","5"
"8001","2060","1000",action_budget,base,"1","3"
"8002","2060","1000",action_budget,base,"1","3"
"8003","2060","1000",action_budget,base,"2","3"
"8004","2060","1000",action_budget,base,"4","5"
"8005","2060","1000",action_budget,base,"1","3"
"8006","2060","1000",action_budget,base,"2","3"
"8007","2060","1000",action_budget,base,"1","3"
"8008","2060","1000",action_budget,base,"1","3"
"8009","2060","1000",action_budget,base,"1","3"
"8010","2060","1000",action_budget,base,"3","5"
"8011","2060","1000",action_budget,base,"1","3"
"8012","2060","1000",action_budget,base,"1","3"
"8013","2060","1000",action_budget,base,"1","3"
"8014","2060","1000",action_budget,base,"3","5"
"8015","2060","1000",action_budget,base,"1","3"
"8016","2060","1000",action_budget,base,"2","3"
"8017","2060","1000",action_budget,base,"4","5"
"8018","2060","1000",action_budget,base,"3","5"
"8019","2060","1000",action_budget,base,"1","3"
"8020","2060","1000",action_budget,base,"1","3"
"8021","2060","1000",action_budget,base,"4","5"
"8022","2060","1000",action_budget,base,"1","3"
"8023","2060","1000",action_budget,base,"1","3"
"8024","2060","1000",action_budget,base,"3","5"
"8025","2060","1000",action_budget,base,"4","5"
"8026","2060","1000",action_budget,base,"4","5"
"8027","2060","1000",action_budget,base,"4","5"
"8028","2060","1000",action_budget,base,"4","5"
"8029","2060","1000",action_budget,base,"4","5"
"8030","2060","1000",action_budget,base,"4","5"
"8031","2060","1000",action_budget,base,"4","5"
"8032","2060","1000",action_budget,base,"4","5"
"8033","2060","1000",action_budget,base,"4","5"
"8034","2060","1000",action_budget,base,"4","5"
"8035","2060","1000",action_budget,base,"4","5"
"8036","2060","1000",action_budget,base,"4","5"
"8037","2060","1000",action_budget,base,"4","5"
"8038","2060","1000",action_budget,base,"4","5"
"8039","2060","1000",action_budget,base,"4","5"
"8040","2060","1000",action_budget,base,"4","5"
"8041","2060","1000",action_budget,base,"4","5"
"8042","2060","1000",action_budget,base,"2","3"
"8043","2060","1000",action_budget,base,"4","5"
"8044","2060","1000",action_budget,base,"3","5"
"8045","2060","1000",action_budget,base,"4","5"
"8046","2060","1000",action_budget,base,"1","3"
"8047","2060","1000",action_budget,base,"4","5"
"8048","2060","1000",action_budget,base,"4","5"
"8049","2060","1000",action_budget,base,"4","5"
"8050","2060","1000",action_budget,base,"4","5"
"8051","2060","1000",action_budget,base,"3","5"
"8052","2060","1000",action_budget,base,"4","5"
"8053","2060","1000",action_budget,base,"4","5"
"8054","2060","1000",action_budget,base,"4","5"
"8055","2060","1000",action_budget,base,"4","5"
"8056","2060","1000",action_budget,base,"4","5"
"8057","2060","1000",action_budget,base,"1","3"
"8058","2060","1000",action_budget,base,"4","5"
"8059","2060","1000",action_budget,base,"4","5"
"8060","2060","1000",action_budget,base,"1","3"
"8061","2060","1000",action_budget,base,"1","3"
"8062","2060","1000",action_budget,base,"4","5"
"8063","2060","1000",action_budget,base,"4","5"
"8064","2060","1000",action_budget,base,"4","5"
"8065","2060","1000",action_budget,base,"3","5"
"8066","2060","1000",action_budget,base,"1","3"
"8067","2060","1000",action_budget,base,"1","3"
"8068","2060","1000",action_budget,base,"1","3"
"8069","2060","1000",action_budget,base,"1","3"
"8070","2060","1000",action_budget,base,"4","5"
"8071","2060","1000",action_budget,base,"4","5"
"8072","2060","1000",action_budget,base,"4","5"
"8073","2060","1000",action_budget,base,"4","5"
"8074","2060","1000",action_budget,base,"4","5"
"8075","2060","1000",action_budget,base,"4","5"
"8076","2060","1000",action_budget,base,"4","5"
"8077","2060","1000",action_budget,base,"1","3"
"8078","2060","1000",action_budget,base,"1","3"
"8079","2060","1000",action_budget,base,"1","3"
"8080","2060","1000",action_budget,base,"1","3"
"8081","2060","1000",action_budget,base,"1","3"
"8082","2060","1000",action_budget,base,"4","5"
"8083","2060","1000",action_budget,base,"1","3"
"8084","2060","1000",action_budget,base,"4","5"
"8085","2060","1000",action_budget,base,"4","5"
"8086","2060","1000",action_budget,base,"4","5"
"8087","2060","1000",action_budget,base,"4","5"
"8088","2060","1000",action_budget,base,"4","5"
"8089","2060","1000",action_budget,base,"4","5"
"8090","2060","1000",action_budget,base,"4","5"
"8091","2060","1000",action_budget,base,"1","3"
"8092","2060","1000",action_budget,base,"3","5"
"8093","2060","1000",action_budget,base,"1","3"
"8094","2060","1000",action_budget,base,"1","3"
"8095","2060","1000",action_budget,base,"4","5"
"8096","2060","1000",action_budget,base,"4","5"
"8097","2060","1000",action_budget,base,"4","5"
"8098","2060","1000",action_budget,base,"4","5"
"8099","2060","1000",action_budget,base,"4","5"
"8100","2060","1000",action_budget,base,"1","3"
"8101","2060","1000",action_budget,base,"4","5"
"8102","2060","1000",action_budget,base,"1","3"
"8103","2060","1000",action_budget,base,"4","5"
"8104","2060","1000",action_budget,base,"4","5"
"8105","2060","1000",action_budget,base,"1","3"
"8106","2060","1000",action_budget,base,"1","3"
"8107","2060","1000",action_budget,base,"4","5"
"8108","2060","1000",action_budget,base,"1","3"
"8109","2060","1000",action_budget,base,"3","5"
"8110","2060","1000",action_budget,base,"3","5"
"8111","2060","1000",action_budget,base,"3","5"
"8112","2060","1000",action_budget,base,"1","3"
"8113","2060","1000",action_budget,base,"3","5"
"8114","2060","1000",action_budget,base,"3","5"
"8115","2060","1000",action_budget,base,"3","5"
"8116","2060","1000",action_budget,base,"4","5"
"8117","2060","1000",action_budget,base,"1","3"
"8118","2060","1000",action_budget,base,"1","3"
"8119","2060","1000",action_budget,base,"1","3"
"8120","2060","1000",action_budget,base,"1","3"
"8121","2060","1000",action_budget,base,"1","4"
"8122","2060","1000",action_budget,base,"1","3"
"8123","2060","1000",action_budget,base,"3","5"
"8124","2060","1000",action_budget,base,"1","3"
"8125","2060","1000",action_budget,base,"1","3"
"8126","2060","1000",action_budget,base,"1","3"
"8127","2060","1000",action_budget,base,"3","5"
"8128","2060","1000",action_budget,base,"3","5"
"8129","2060","1000",action_budget,base,"1","3"
"8130","2060","1000",action_budget,base,"3","5"
"8131","2060","1000",action_budget,base,"3","5"
"8132","2060","1000",action_budget,base,"1","3"
"8133","2060","1000",action_budget,base,"1","3"
"8134","2060","1000",action_budget,base,"1","3"
"8135","2060","1000",action_budget,base,"1","3"
"8136","2060","1000",action_budget,base,"1","3"
"8137","2060","1000",action_budget,base,"3","5"
"8138","2060","1000",action_budget,base,"1","3"
"8139","2060","1000",action_budget,base,"1","3"
"8140","2060","1000",action_budget,base,"1","3"
"8141","2060","1000",action_budget,base,"3","5"
"8142","2060","1000",action_budget,base,"1","3"
"8143","2060","1000",action_budget,base,"1","3"
"8144","2060","1000",action_budget,base,"1","3"
"8145","2060","1000",action_budget,base,"1","3"
"8146","2060","1000",action_budget,base,"3","5"
"8147","2060","1000",action_budget,base,"1","3"
"8148","2060","1000",action_budget,base,"1","3"
"8149","2060","1000",action_budget,base,"3","5"
"8150","2060","1000",action_budget,base,"3","5"
"8151","2060","1000",action_budget,base,"3","5"
"8152","2060","1000",action_budget,base,"3","5"
"8153","2060","1000",action_budget,base,"3","5"
"8154","2060","1000",action_budget,base,"1","3"
"8155","2060","1000",action_budget,base,"1","3"
"8156","2060","1000",action_budget,base,"3","5"
"8157","2060","1000",action_budget,base,"3","5"
"8158","2060","1000",action_budget,base,"3","5"
"8159","2060","1000",action_budget,base,"3","5"
"8160","2060","1000",action_budget,base,"3","5"
"8161","2060","1000",action_budget,base,"3","5"
"8162","2060","1000",action_budget,base,"3","5"
"8163","2060","1000",action_budget,base,"3","5"
"8164","2060","1000",action_budget,base,"3","5"
"8165","2060","1000",action_budget,base,"3","5"
"8166","2060","1000",action_budget,base,"1","3"
"8167","2060","1000",action_budget,base,"3","5"
"8168","2060","1000",action_budget,base,"3","5"
"8169","2060","1000",action_budget,base,"3","5"
"8170","2060","1000",action_budget,base,"1","3"
"8171","2060","1000",action_budget,base,"3","5"
"8172","2060","1000",action_budget,base,"3","5"
"8173","2060","1000",action_budget,base,"3","5"
"8174","2060","1000",action_budget,base,"3","5"
"8175","2060","1000",action_budget,base,"3","5"
"8176","2060","1000",action_budget,base,"3","5"
"8177","2060","1000",action_budget,base,"1","3"
"8178","2060","1000",action_budget,base,"3","5"
"8179","2060","1000",action_budget,base,"3","5"
"8180","2060","1000",action_budget,base,"3","5"
"8181","2060","1000",action_budget,base,"3","5"
"8182","2060","1000",action_budget,base,"3","5"
"8183","2060","1000",action_budget,base,"3","5"
"8184","2060","1000",action_budget,base,"3","5"
"8185","2060","1000",action_budget,base,"1","3"
"8186","2060","1000",action_budget,base,"3","5"
"8187","2060","1000",action_budget,base,"3","5"
"8188","2060","1000",action_budget,base,"1","4"
"8189","2060","1000",action_budget,base,"3","5"
"8190","2060","1000",action_budget,base,"3","5"
"8191","2060","1000",action_budget,base,"3","5"
"8192","2060","1000",action_budget,base,"3","5"
"8193","2060","1000",action_budget,base,"3","5"
"8194","2060","1000",action_budget,base,"3","5"
"8195","2060","1000",action_budget,base,"3","5"
"8197","2060","1000",action_budget,base,"3","5"
"8198","2060","1000",action_budget,base,"3","5"
"8199","2060","1000",action_budget,base,"3","5"
"8200","2060","1000",action_budget,base,"3","5"
"8201","2060","1000",action_budget,base,"3","5"
"8202","2060","1000",action_budget,base,"3","5"
"8203","2060","1000",action_budget,base,"3","5"
"8204","2060","1000",action_budget,base,"3","5"
"8205","2060","1000",action_budget,base,"3","5"
"8206","2060","1000",action_budget,base,"3","5"
"8207","2060","1000",action_budget,base,"3","5"
"8208","2060","1000",action_budget,base,"3","5"
"8209","2060","1000",action_budget,base,"3","5"
"8210","2060","1000",action_budget,base,"3","5"
"8211","2060","1000",action_budget,base,"3","5"
"8212","2060","1000",action_budget,base,"1","3"
"8213","2060","1000",action_budget,base,"1","3"
"8214","2060","1000",action_budget,base,"1","3"
"8215","2060","1000",action_budget,base,"1","3"
"8216","2060","1000",action_budget,base,"1","3"
"8217","2060","1000",action_budget,base,"1","3"
"8218","2060","1000",action_budget,base,"3","5"
"8219","2060","1000",action_budget,base,"1","3"
"8220","2060","1000",action_budget,base,"3","5"
"8221","2060","1000",action_budget,base,"1","3"
"8222","2060","1000",action_budget,base,"3","5"
"8223","2060","1000",action_budget,base,"1","3"
"8224","2060","1000",action_budget,base,"1","3"
"8225","2060","1000",action_budget,base,"1","3"
"8226","2060","1000",action_budget,base,"3","5"
"8227","2060","1000",action_budget,base,"3","5"
"8228","2060","1000",action_budget,base,"3","5"
"8229","2060","1000",action_budget,base,"3","5"
"8230","2060","1000",action_budget,base,"3","5"
"8231","2060","1000",action_budget,base,"3","5"
"8232","2060","1000",action_budget,base,"3","5"
"8233","2060","1000",action_budget,base,"3","5"
"8234","2060","1000",action_budget,base,"1","3"
"8235","2060","1000",action_budget,base,"1","3"
"8236","2060","1000",action_budget,base,"1","3"
"8237","2060","1000",action_budget,base,"1","3"
"8238","2060","1000",action_budget,base,"1","3"
"8239","2060","1000",action_budget,base,"3","5"
"8240","2060","1000",action_budget,base,"2","4"
"8241","2060","1000",action_budget,base,"1","4"
"8242","2060","1000",action_budget,base,"4","5"
"8243","2060","1000",action_budget,base,"4","5"
"8244","2060","1000",action_budget,base,"1","4"
"8245","2060","1000",action_budget,base,"4","5"
"8246","2060","1000",action_budget,base,"4","5"
"8247","2060","1000",action_budget,base,"3","5"
"8248","2060","1000",action_budget,base,"3","5"
"8249","2060","1000",action_budget,base,"3","5"
"8250","2060","1000",action_budget,base,"3","5"
"8251","2060","1000",action_budget,base,"3","5"
"8252","2060","1000",action_budget,base,"4","5"
"8253","2060","1000",action_budget,base,"4","5"
"8254","2060","1000",action_budget,base,"3","5"
"8255","2060","1000",action_budget,base,"1","4"
"8256","2060","1000",action_budget,base,"1","4"
"8257","2060","1000",action_budget,base,"1","4"
"8258","2060","1000",action_budget,base,"3","5"
"8259","2060","1000",action_budget,base,"1","4"
"8260","2060","1000",action_budget,base,"1","4"
"8261","2060","1000",action_budget,base,"2","4"
"8262","2060","1000",action_budget,base,"4","5"
"8263","2060","1000",action_budget,base,"4","5"
"8264","2060","1000",action_budget,base,"1","4"
"8265","2060","1000",action_budget,base,"1","4"
"8266","2060","1000",action_budget,base,"1","4"
"8267","2060","1000",action_budget,base,"3","5"
"8268","2060","1000",action_budget,base,"1","4"
"8269","2060","1000",action_budget,base,"4","5"
"8270","2060","1000",action_budget,base,"3","5"
"8271","2060","1000",action_budget,base,"3","5"
"8272","2060","1000",action_budget,base,"3","5"
"8273","2060","1000",action_budget,base,"4","5"
"8274","2060","1000",action_budget,base,"1","4"
"8275","2060","1000",action_budget,base,"1","4"
"8276","2060","1000",action_budget,base,"2","4"
"8277","2060","1000",action_budget,base,"1","4"
"8278","2060","1000",action_budget,base,"3","5"
"8279","2060","1000",action_budget,base,"4","5"
"8280","2060","1000",action_budget,base,"4","5"
"8281","2060","1000",action_budget,base,"3","5"
"8282","2060","1000",action_budget,base,"2","4"
"8283","2060","1000",action_budget,base,"4","5"
"8284","2060","1000",action_budget,base,"1","4"
"8285","2060","1000",action_budget,base,"3","4"
"8286","2060","1000",action_budget,base,"4","5"
"8287","2060","1000",action_budget,base,"1","4"
"8288","2060","1000",action_budget,base,"2","4"
"8289","2060","1000",action_budget,base,"2","4"
"8290","2060","1000",action_budget,base,"4","5"
"8291","2060","1000",action_budget,base,"2","4"
"8292","2060","1000",action_budget,base,"1","4"
"8293","2060","1000",action_budget,base,"2","4"
"8294","2060","1000",action_budget,base,"3","5"
"8295","2060","1000",action_budget,base,"4","5"
"8296","2060","1000",action_budget,base,"4","5"
"8297","2060","1000",action_budget,base,"1","4"
"8298","2060","1000",action_budget,base,"4","5"
"8299","2060","1000",action_budget,base,"1","4"
"8300","2060","1000",action_budget,base,"4","5"
"8301","2060","1000",action_budget,base,"4","5"
"8302","2060","1000",action_budget,base,"4","5"
"8303","2060","1000",action_budget,base,"3","5"
"8304","2060","1000",action_budget,base,"3","5"
"8305","2060","1000",action_budget,base,"4","5"
"8306","2060","1000",action_budget,base,"3","5"
"8307","2060","1000",action_budget,base,"4","5"
"8308","2060","1000",action_budget,base,"1","4"
"8309","2060","1000",action_budget,base,"4","5"
"8310","2060","1000",action_budget,base,"1","4"
"8311","2060","1000",action_budget,base,"4","5"
"8312","2060","1000",action_budget,base,"1","4"
"8313","2060","1000",action_budget,base,"1","4"
"8314","2060","1000",action_budget,base,"4","5"
"8315","2060","1000",action_budget,base,"4","5"
"8316","2060","1000",action_budget,base,"4","5"
"8317","2060","1000",action_budget,base,"4","5"
"8318","2060","1000",action_budget,base,"4","5"
"8319","2060","1000",action_budget,base,"1","4"
"8320","2060","1000",action_budget,base,"1","4"
"8321","2060","1000",action_budget,base,"3","4"
"8322","2060","1000",action_budget,base,"1","4"
"8323","2060","1000",action_budget,base,"1","4"
"8324","2060","1000",action_budget,base,"1","4"
"8325","2060","1000",action_budget,base,"1","4"
"8326","2060","1000",action_budget,base,"1","4"
"8327","2060","1000",action_budget,base,"4","5"
"8328","2060","1000",action_budget,base,"3","5"
"8329","2060","1000",action_budget,base,"3","5"
"8330","2060","1000",action_budget,base,"4","5"
"8331","2060","1000",action_budget,base,"1","4"
"8332","2060","1000",action_budget,base,"1","4"
"8333","2060","1000",action_budget,base,"4","5"
"8334","2060","1000",action_budget,base,"4","5"
"8335","2060","1000",action_budget,base,"4","5"
"8336","2060","1000",action_budget,base,"3","5"
"8337","2060","1000",action_budget,base,"4","5"
"8338","2060","1000",action_budget,base,"4","5"
"8339","2060","1000",action_budget,base,"3","5"
"8340","2060","1000",action_budget,base,"3","5"
"8341","2060","1000",action_budget,base,"4","5"
"8342","2060","1000",action_budget,base,"4","5"
"8343","2060","1000",action_budget,base,"1","4"
"8344","2060","1000",action_budget,base,"4","5"
"8345","2060","1000",action_budget,base,"4","5"
"8346","2060","1000",action_budget,base,"4","5"
"8347","2060","1000",action_budget,base,"1","4"
"8348","2060","1000",action_budget,base,"4","5"
"8349","2060","1000",action_budget,base,"4","5"
"8350","2060","1000",action_budget,base,"4","5"
"8351","2060","1000",action_budget,base,"1","4"
"8352","2060","1000",action_budget,base,"4","5"
"8353","2060","1000",action_budget,base,"4","5"
